编号,标题,接收信箱,询问日期,回复日期,询问内容,回复内容,情感值
5923,居住证,深圳市公安局,2016.11.07,2016.11.30,"你好，我在上个月26号办理居住证，办理人员没有告知领邮政快递的时候需要验证身份证。我身份证在期间已然寄回家办社保。现在问题是，快递员要求验证身份证才能拿快递。没有身份证不能拿，还要把快递寄回公安局。今天我打咨询电话无人接听，请尽快回复。现无身份证在身，需要拿居住证的话是否等身份证回来后再去公安局拿？
		","收取证件必须出示身份证证明核对本人收取，如无法出示身份证证明，证件将退回制证所或证件发放点，待身份证明齐全后进行领取。
",0.0
27731,外地的二代身份证在深圳银行开户查不到本人身份证信息怎么办？,深圳市公安局,2009.09.11,2009.09.30,"你还，我07年11月分在河南办理的二代身份证，由于新老身份证的号码不同，办理新身份证时把老的身份证给注销了，可是我拿着新身份证到深圳的银行开户银行方面总说在他们的系统上查不到我的身份证信息，我专门到广东汕尾市的公安系统去查询也是没我的身份证的信息。我问给我办身份证的当地的派出所和公安局，他们说是银行的系统没更新，所以查不到。但是我在公安系统托人给我查也是没查到我的身份证的信息啊。请问这个是什么原因造成的。谢谢～～
","建议其向户口所在地公安机关咨询．因为银行系统是由公安部提供的，涉及到数据更新的问题．
",0.0
27729,集体户口换领2代身份证,深圳市公安局,2009.09.15,2009.09.30,"你好，我于2001年毕业后来到富士康集团，并在富士康办理了集体户口和深圳身份证。于02年离职后就离开了深圳，我现在的身份证还是第一代的，户口所在地为宝安区油松工业区富士康集团，现有3个问题咨询。 ? 一、由于在深圳登记结婚需要户口本原件，在电话咨询富士康人资后，得到的答复是户口卡与集体户口本首页均在油松派出所，而且户口卡与首页都不会给我，派出所只会给我开具户籍证明，请问结婚登记(以及换新身份证)时这个可以替代户口本吗？ ? ? 二、我准备去油松派出所换领新身份证，目前我人在武汉，请问我可以在武汉的身份证照相授权点拍照并领取“数码照相回执”后直接去油松派出所办证吗？如果这必须在深圳办理，请告知油松最近的授权照相点。派发新身份证时，届时可否邮递给我？ ? 三、油松派出所关于户籍证明和换身份证方面的咨询电话是多少；下周三至周五我会去深圳，3天足够处理这些事情吗？ ? ? 非常感谢
","办理深圳二代证相片须经过深圳市制证中心的认证,武汉的的回执不行.建议回深圳市范围内照相.外省市证件不能邮寄.
",0.0
33586,身份证重号的处理？？,深圳市公安局,2007.02.05,2007.02.25,"我的身份证重号了，但不是我迁出地的地区编号。我是从河南省漯河市迁到河南省郑州市，后由郑州市迁到深圳市南山区蛇口派出所管辖。但我的身份证的地区编号却是许昌市许昌县的。和许昌市许昌县的一位公民身份证号码重号，但名字不同。 我要更改身份证，现在咨询：我需要什么具体的手续，需要何处出具证明文件，证明文件的格式是什么样的。 我去了招商派出所户籍处，她们告诉我要对方派出所出具证明文件，但是证明文件拿来时，她们说格式不对，有很大可能会被打回。身份证号码确实重号了，户籍处的电脑全国联网可以查得到，为何如此麻烦？ 谢谢！
		","已电话联系当事人答复该问题,当事人表示满意.
		
		",0.0
28973,关于办理随迁入户手续所需的时间,深圳市公安局,2009.03.29,2009.03.31,"您好！ ??? 我叫孙捷，男，身份证号（430223197304287213）。我于2004年硕士毕业分配来深工作，2008年9月我在罗湖区桂元派出所申请办理我爱人丁光辉（身份证号37010219780616552X）随迁入户的手续。根据派出所同志介绍，相关手续需要半年左右的时间。前不久我打电话去桂元派出所户籍科咨询，回答说已上交给市局办理，需要我等通知。 ??? 现在的问题是：我并不知道相关手续到底需要多长时间？因为有时效要求，如果已经办好了却没有通知到我，会不会耽误下一步迁入手续？因此特意向您咨询，我的这个申请是否已经办好？如果没有，大约还要多长时间？届时会不会一定通知到我？ ??? 请予以答复，非常感谢！ ?
","已电话答复。
",0.0
33349,"身份证变更, 为何深圳户口系统中查询不到?",深圳市公安局,2007.04.25,2007.05.28,"你好: 我现在户口在长沙,由于身份证号码重号, 我在长沙进行更改后, 在长沙公安户口系统中可以查询到, 但是在深圳公安户口系统无法查询到, 请帮我了解一下,是啥原因, 我该如何处理.我的旧身份证号码:430223197610064210新身份证号码:430104197610063213长沙银盆岭派出所户籍科电话:0731-6695854长沙公安户籍中心电话号码:0731-4738250公民身份证查询热线电话:0731-96305
		","因受户口管理权限限制，无法查询。当事人需回户籍地公安机关查询身份证重号更改信息。
		
		",0.0
31438,新生儿入户,深圳市公安局,2008.01.24,2008.04.11,"市局领导,您好!很抱歉在您百忙之中打扰.可我有一个问题想确认一下.我在给我小孩上户口时被派出所告知一定要准生证,可当时由于疏忽没有办这个证而导致上户口的事情卡住了.粤海派出所一定要我去补办准生证,否则不接受我的申请入户材料.说是市公安局规定的.可我在深圳政府在线上看到市公安局的一个类似问题的回复(回执编号:20070928120562)中明确指出""母亲户口在广东省外的,提供生育证或母亲户籍地村(居)委、乡镇（街道）计划生育工作机构出具的婚育情况证明；""请尽快明确回复我的问题.深圳是一个高效率,讲实效的城市,我在此之前已经提过类似的咨询了但到目前为止没有市公安局的任何明确的答复.难道如果我补办不了准生证我的小孩就上不了户口了?-----------------------------------------------------------我的基本情况如下:本人户籍在地南山区粤海派出所辖区.我妻子户籍在广西桂林.我们是初婚生育第一个小孩,没有违反计划生育政策.现在其它所有证件都已齐全.(女方户口所在地计生部门开具的婚育情况证明,派出所的小孩未落户证明,男方户籍所在地的计划生育证明.双方户口本,身份证,结婚证,小孩出生医学证明等.)
		","已答复。
		
		",0.0
30630,关于夫妻户口随迁的小小问题?,深圳市公安局,2008.05.09,2008.06.18,"您好: 我们是2007年3月29日登记结婚的,本人户口是福田区福田派出所的身份证号440301198006283613,我老婆户口是在龙岗区同乐派出所的,2008年4月30日去福田派出所提将申请办理,但是在检查资料时,工作人员反应,我老婆户口登记卡上""服务处所""项里填了""龙东村委会""字样(已经到同乐派出所做了变更,为无!并办理了失业证明).仍不能办理随迁手续. 工作人员给我的解释是:""因为服务处所项里曾填过资料,即使做了变更为无,仍需要出具户口本上出现的服务处所对应单位,所出具的工作及离职证明!或者到当地派出所重新打印户口页."" 本人有以下几个问题:1.户口上不是做了变更吗?无效的吗?2.办理失业证时,龙东社区居民委员会已经出具了失业证明才能办理到失业证的,难道龙东居委会所出俱的证明无效的吗?3.办个户口随迁有这么困难吗?本人的情况就只欠这一条了,工作人员办事认真是可以理解的,但是过于认真,是否会让人觉得是有意为难呢?希望能尽快办理,请您告诉我如何办理好吗?谢谢!盼回!
		","已答复。
		
		",0.0
29141,挂靠户口迁移问题,深圳市公安局,2009.03.02,2009.03.05,"首先感谢你对20090228-3152-832169问题(我老婆户口05年通过招调工方式迁入深户，当时政策允许挂靠在亲友处，所以就挂靠在了同事家（南山），今年（09年）同事要迁居（南山-->罗湖）,户口也要迁过去。现罗湖方面不能接收挂靠的户口，南山方面也不接收，南山方面建议自己找家公司挂靠，因自己没有这方面的关系，目前无法找到可信任的公司，又担心网上办理户口的公司不安全，请问像这种情况政策上有没有相应的解决方法)的的回复(如有房产，迁入本人房产内；如有工作单位，可将户口迁入单位集体户内，如无房产和单位，可迁入派出所代管户内),根据你的回复本人现没有房产，问了工作单位，单位目前也不接收(这点公司已经明确答复不行)，像这种情况可否迁入派出所代管户内,或者需要什么样的手续,谢谢.
","此情况公司出具不予接收的证明后迁入原派出所代管户。
",0.0
31729,生育服务证(准生证)有效期问题,深圳市公安局,2008.01.07,2008.03.07,"您好!2007年上半年同事去办理过小孩上户口,办理时需要父母双方的身份证都必须是第二代身份证(我同事是深圳户口,他妻子是外地户口).我小孩出生是在2007年10月19日,因我妻子(户口是江西的)身份证不是第二代的,在等第二代身份证办理下来(2007年9月已去办理第二代身份证)时得知要到2008年才能办理下来(原因不知).后来我去南山派出所(我的户口是深圳的)问了后得知非深圳户口身份证不需要第二代的!!!!!!!!!!!办理人员看了我提交的资料后告诉我,除了我提交的资料有些需要完善外生育服务证(准生证)过了有效期,需要去延期.我问了办理该证(江西省的)部门不能办理延期,答复是你小孩已经出生了,我再给你办理延期谁能保证你会不会再生第二个!!!所以我想问问办理小孩上户口是不是一定要在生育服务证有效期内,如果是那我这情况该怎么办?
		","建议转计生部门答复。
		
		",0.0
30665,深圳户口迁移到苏州,深圳市公安局,2008.05.23,2008.06.18,"深圳市公安局同志你们好!我是2005年本科毕业生，毕业后到深圳富士康科技有限公司工作，户口是公司的集体户口，落户在“深圳市公安局油松派出所”，档案在宝安区人才市场。2007年开始在苏州工作至今，现在想把户口迁到苏州。我已经将人事档案通过调档函落在苏州工业园区人才中心，并在苏州工业园区的“湖东派出所”办理好了准迁证，并委托我亲戚代理办理（准迁证，身份证，个人委托书都齐全），在办理过程中有3个问题导致没有办成：1.油松派出所提出必须本人办理（说是委托不符合流程）2.准迁证上的迁移原因一栏盖的章为：“招聘，xx公司”（说是不符合深圳市户口迁出的4项之一，但是我和苏州公安局湖东派出所咨询：答复为湖东派出所辖区内所有公司职员办理户口准迁证都是统一盖章为：招聘，xx公司）3.需要富士康科技有限公司的离职证明（我在新的公司入职时需要提供离职证明）请针对以上问题和我的情况，告知深圳市集体户口的公民办理户口迁移到苏州市的必要步骤和文件有哪些？我目前手上只有:身份证（深圳的），准迁证，学历学位证，社保卡等。希望可以尽快提供一些参考建议，可电话告知，谢谢为盼！
		","已答复。
		
		",0.0
31411,身份证号码完全变更的麻烦如何解决？,深圳市公安局,2008.01.31,2008.04.11,"您好，我于2002年在深圳丢失过原身份证，后来托同学在老家补办了身份证，但补办回来的身份证号码完全变了，原身份证前六位本来是４２２４３２但是补办回来的却是４２０８０２，后来在２００６年我调户到深圳，重新办了身份证．现在有个问题是：我有一张用４２２４３２的身份证办的银行卡丢失了，现要补办银行卡的话，银行要我必须提交我曾身份证明，而我让原籍的朋友去公安局办身份证明，但原籍的公安局说我的户籍已经不在，查不到相关资料而不予办理，而我在我现在户口所在地的园岭派出所也因为没有我用过此号码的相关信息而不予办理，．我注意到户本后背面有个人相关变更记录栏也没有记录我曾用过４２２４３２身份证号码一事．现在两边的公安局都不办理这个证明，我该怎么办？
		","已复电群众，群众说其事情已处理好。
		
		",0.0
32929,为什么用旧的身份证号码不能办理招调户口之事,深圳市公安局,2007.08.13,2007.09.18,"你好工作人员！我的原籍户口本上第二代身份证号是04年11月下来,由于旧身份证号码是07年5月1日到期,故之前这3年我没有更换为第二代身份证(从旧号到新号不是直接升位,而是数字有变动).在07年5月1日之前我在工作中办理的所有手续(包括银行、税务、社保及今年招调职称考试等）所用的都是旧身份证号。现我在办理招调户口过程中，在网上申报时用的全部是旧身份证号码，手续办理到预申信息已经通过，指标已下达，在送交材料时，收取我资料人员以不能用旧身份证号码申请为由（我也在户口所在地派出所开据了相关证明），将我的资料全部退回，并告诉指标作废，让我重新用第二代身份证号码申报一次。据了解在2008年才不可以用旧身份证办事.为什么现在就不可以用旧身份证号码？请问这样的话，我06年和07年所考2个职称证用的是旧身份证号码，会不会影响我在网上申报招调户口之事？在网上申报时,如果需要点击所考专业时是否可以点击出来?请问如何解决这样的问题？急盼回复,谢谢!
		","已电话答复当事人。
		
		",0.0
31410,身份证重号该怎么处理,深圳市公安局,2008.01.23,2008.04.11,"我因公务员招考于2007年12月19号入户福田梅林派出所，并被要求重新办理了身份证，目前仍在办理中，号码为429001198209103377，最原始发证机关为湖北随州市公安局。后曾到西安，武汉上学，都又重新发过新证。 2008年1月中旬我 到工商银行开户，被告知我的身份证号码与姓名不匹配，以荆州的吴某某用相同的身份证号码已经在工行开户为由，不为我 开户。后来我到梅林派出所咨询该怎么解决这个问题，结果派出所居然查不到我的信息。 我有两个问题想咨询：一，身份证重号问题该怎么尽快解决？不能办工行的卡就发不了工资，没米过年啊。二，我刚迁入深户，为什么会查不到我的信息呢？请求尽快回复。
		","已回复群众，群众表示满意。
		
		",0.0
29595,"福田派出所说没有代管户,到底是怎么回事呢?",深圳市公安局,2008.11.11,2008.11.20,"本人大专学历,公司今年给我办招调工，现已经拿到深圳入户指标卡。但在办的过程中，才知道公司没集体户口本。去派出所想立集体户，但公司目前不能立集体户口。本人目前也没有固定房产。请问：没有集体户口，这么办准迁证，怎么入户？之前也有人咨询过,深圳市公安局回复是:如公司确有特殊情况不能立集体户，可由公司提供说明后将户口迁入公司所在派出所代管户内。但是本人去公司所在派出所福田派出所咨询过,该派出所的工作人员态度就是冷冷的一句话:没有代管户的! 本人跟该派出所的工作人员说市公安局作出的回复是如公司确有特殊情况不能立集体户，可由公司提供说明后将户口迁入公司所在派出所代管户内. 该所工作人员就说:""那你找市公安局去!""这样的工作态度,这样的结果,试问什么叫""全心全意为人民服务""?
		","已通知派出所答复.
		
		",0.0
8859,新生儿入户,深圳市公安局,2016.08.17,2016.08.19,"办理一岁以上新生儿入户深圳，我7.2号网上预约，7.16号提交资料，7.27号收到所属派出所受理回执，说等市局审批通知，要25个工作日，从7.16到今天8.17号了，我手机是一点动静都没有，打共乐派出所电话不是无人接听就是貌似接了但是没有声音了，网上查进度也查不出来，我只是想知道过去这么久了，我的入户到底批了不，有这么难吗，有什么途径或者电话能打通的吗，一定要特地跑到派出所当面问才能问得到吗？电话这种工具还有用不？求解决办法，谢谢
		","2016年8月19日已电话回复当事人。如需了解具体情况请登录深圳市公安局门户网站：http://www.szga.gov.cn/ZWGK/YWGZ/HJGL/index.htm或拨打深圳市公安局户政业务咨询电话：84465000。我局已开通户政业务网上预约服务，办理业务请登陆http://hzyy.szga.gov.cn/或拨打114进行预约后办理。
",0.0
8303,关于补办居住证事宜,深圳市公安局,2016.08.23,2016.09.14,"最近我到公安局去补办居住说我的居住证过期了无法补办，我5月25日委托了公司办公室就有在网上有申请过，当时公司办公室给我的回复说是我的居住信息有误无法办理，之后一直忙工作也就没放在心上，直到我7月低去办的时候派出所的说无法办理了！
1：我在5月25日就有申请过，现在网上也还能看到记录，按要求我也是在旧证失效前就申请过的，为什么就不能办理？
2：派出所的同志给我的答复是我3月-7月这段时间没有居住登记信息（社保一直在交，也可以公司出证明一直在深圳）为什么就不能办理？
3：就算那些证明不了什么，我3月份的时候也在南山派出所处理过车辆破坏案件，有处理记录，难道这也还证明不了吗？
4：我在深圳交的社保就有满9周年，难道这也还证明不了吗？
5：请问市公安局能办理吗？

		","?2016年09月14日已回复。
根据《深圳经济特区居住证条例》规定，以合法“双稳定”条件申办新居住证必须同时满足社保和居住登记连续要求，由于居住登记条件不满足，不符合条件所以无法办理居住证。同时，若本人对居住登记信息有异议的，可前往居所所在地综管部门查询核对。若信息确实有误的，可通过综管部门救济突进进行更正。
",0.0
4819,因几年前割双眼皮不予办身份证,深圳市公安局,2016.11.11,2016.12.23,"2016年11月10日，我去南山区高新服务中心办理入户登记和身份证办理，入户登记很顺利的办理，但身份证迟迟办理不了，原因是因为我3年前在老家的一家小诊所进行了双眼皮手术，时隔三年，那家诊所已经关门，当时也没有开具收据证明，现在要我提供当时确实是在那家诊所做双眼皮手术的医学证明，我没办法出具，当时我在办理身份证的时候也写了情况说明，说明我的情况，并承诺法律责任由我自己承担，并且按了手印，今天打电话告知还是办理不了身份证，请政府回答，这样的情况我该怎么处理？
		","
2016年12月23日已电话回复当事人。如需了解具体情况请登录深圳市公安局门户网站：http://www.szga.gov.cn/ZWGK/YWGZ/HJGL/index.htm或拨打深圳市公安局户政业务咨询电话：84465000。我局已开通户政业务网上预约服务，办理业务请登陆http://hzyy.szga.gov.cn/或拨打114进行预约后办理。你好，经我局南山分局了解，2016年11月10日，你前往高新服务中心申报二代身份证业务，因图像差异较大，窗口受理民警根据深公人（2014）47号文《头天加我市居民身份证管理的通知》，对整容或面部治疗导致的图像差异较大的，应提交医学证明。由于该诊所已关闭，当时未开具任何收据证明材料。根据你反映情况及情况说明，并将情况报分局审批，市局已审批通过制证回馈中。

",0.0
32774,办理过程,深圳市公安局,2007.09.20,2007.11.01,"您好！我的户口信息因系统原因，来深时间和原因不能显示。我在申领二代身份证时才发现此问题，当地派出所要求我提出更改户口信息的申请。我是今年六月底提出更改户口信息的，按照办事程序，应该在40个工作日内办理完结。但是一直到现在我也没有收到办理的通知，到当地派出所咨询也说没有收到回复。我想问一下，我该如何处理？一代身份证到今年年底就失效了，到时我办理不出二代身份证怎么办？谢谢！（我的身份证号码是441421750528401）
		","经查询，谢谦怀的户口信息更正申请市局已于2007年7月23日审批完毕，办理更正来深时间和原因不影响办理二代身份证，已电话联系本人通知其尽快到派出所办理更正手续及二代身份证。信访人对回复表示满意。
		
		",0.0
16903,驾驶证遗失求助,深圳市公安局,2015.09.28,2015.10.09,"尊敬的领导 本人因不慎将驾驶证遗失（深圳考的），现在补办需要居住证，且居住证在2015年1月29日过期。现在需要重新办理居住证，我在深圳龙岗已经工作6年了，因换了工作（还在龙岗），居住位置变更了，在现公司已经两年多没有进行居住登记，一直在外租房，现在办居住证需要社保卡和居住登记满一年，因当时不知道办理需要着居住证需要着两个条件，所以知道后才自行去房屋登记处登记的，社保已经买了好几年了，但是居住登记没有及时登记，导致了现在居住证不能办理，同样驾驶证也是一样。所以我现在不知道该如何处理。望有关部门能给我解决的办法，另外我在2015年9月17日下午去同乐派出所办理此事的时候，就询问居住证办理窗口的工作人员，当时她告诉我，居住登记没有登记，让我先去登记，但当时我也不知道登记了要满一年才能办理居住证，当时她也没有告诉我。我当天下午就去登记。当在2015年9月22日去的时候（同乐派出所）工作人员说我居住登记没有满一年，我就走了，回头我想我的社保卡有一年了，我再次去询问，当我说我的社保卡已经满足一年是不是可以办理，那个工作人员直接对我发火，无厘头的把我批一顿，说我年纪轻轻的怎样怎样了，而且上班连工作证和警员编号也没有佩戴，让我等打工者情何以堪。
		","2015年10月09日，无人接听，无法联系，如有疑问请在工作日拨打户政咨询电话：84465000
已经告知相关部门正在制定关于小汽车与居住证问题的处理方案，具体进展请留意相关部门以及受理点的最新通知。你好，经我局龙岗分局核实，你反映我局同乐所工作人员态度存在问题，因当时办证人员较多，工作人员对其解释不够全面、耐心，同乐所将对相关责任人进行批评教育，并纳入当月绩考核扣分处理。
",0.0
33255,办理身份证时有重号还能继续办理吗？,深圳市公安局,2007.06.09,2007.07.04,"我原籍四川省新津县，2000年的时候发现原来15位的身份证号码（510132820205661）与别人重号，立即改变号码重新办理了新的身份证，号码也升为了18位（510132198202056639）。2002年到长春上学，户口迁移到吉林长春市，身份证号码没有变化，还沿用原来的身份证，2006年7月到深圳就业，户口也迁移到深圳，深圳市公安局南山分局于2006年12月签发了新的身份证，号码也沿用510132198202056639。2007年6月9日，我到建行上步支行办理网上银行业务时被告知该身份证号码已经被别人办理过了，我不能开通。但是我以前从来没有开通过此项服务啊！我惊讶的发现我现在的身份证号码仍然与别人有重号，而且半年前才办过新的身份证，新办证的时候却没有发现此问题并提醒我，我想咨询一下办理身份证时有重号是否还能继续办理？身份证真有重号该怎么办？
		","已电话答复当事人.
		
		",0.0
