编号,标题,接收信箱,询问日期,回复日期,询问内容,回复内容,情感值
29840,关于关外户籍仍然不能迁移到市内是何原因？,深圳市发展和改革委员会,2008.10.14,2008.10.14,"昨天突然看到贵局在编号为20081009414848的回复中提到“《深圳市户籍迁移管理办法》(深府[2008]215号)已经市政府颁布实施,从2008年10月1日起,在关内外户籍可随自购房地点迁移.此复.”，可是我打电话到所属的福强派出所的户证科咨询，得到的结果却是被告知目前还没收到相关文件，关内外户籍仍然不能互迁，请问，这到底是怎么回事？？到底什么时候才能真正开始办理？
		","justin:你好!来信收悉.《深圳市户籍迁移管理办法》(深府[2008]215号)已经市政府颁布实施,从2008年10月1日起执行。关于在关内外户籍可随自购房地点迁移的办理工作市公安局正在加紧组织实施，近期将很快受理此类申请，各具体的办理时间，请向市公安局人口管理处咨询。
		
		",6.608655722661894e-08
6954,深圳地区登记注册的第三方信用服务机构是否需要到市发改委备案？,深圳市发展和改革委员会,2016.10.25,2016.10.28,"   您好！请问深圳地区登记注册的第三方信用服务机构开展业务之前是否需要到市发改委或人民银行备案？
   备注：这里指的第三方信用服务产品有：企业信用评级、企业征信报告、企业信用评级报告。
   盼复。
		","根据《征信管理条例》，征信机构备案由人民银行及其派出机构负责。
		
		",1.337540410650817e-07
29718,新户籍办法真的将于2008年11月1日正式在各派出所办理吗？？,深圳市发展和改革委员会,2008.10.27,2008.10.29,"关于《深圳市户籍迁移管理办法》，从回执编号： 20081020831516 的回复中，得知市公安局将于2008年11月1日正式在各派出所受理关内外户籍互迁，这是真的吗？我多次在政府网这里咨询市公安局都尚未获得回复！
		","justin:你好！感谢你的来信咨询.《深圳市户籍迁移管理办法》(深府[2008]215号)已于今年10月1日经市政府颁布实施。该《办法》有以下规定提供你参考： 1、深圳市户籍的居民在深圳市范围内因居住地变更、夫妻分居、未成年小孩随父或随母居住、老人随子女居住等事由，可申请户籍迁移。 2、变更工作单位的其户籍不随劳动、人事关系迁移。 3、以上事由的户籍迁移手续在市公安局办理（接收深圳生源应届高校毕业生的入户事宜由仍由人事部门据继续受理）。 目前，市公安局正抓紧推进各项实施工作，将于2008年11月1日正式在各派出所受理。此复。
		
		",1.7273929520111864e-07
29571,项目确认书,深圳市发展和改革委员会,2008.11.14,2008.11.25,"你好，我们公司的主要产品是塑胶模具和塑胶制品，塑胶模具属于《外商投资产业指导目录》（2007年修订）．我们以生产的这些塑胶模具为设备再进行生产塑胶制品，塑胶产品需要再加工，加工塑胶制品的设备可否申请退税？谢谢
		","liuniqing：你好！来信收悉。根据《外商投资项目采购国产设备退税管理试行办法》（国税发[2006]111号）规定，享受国产设备退税的企业包括中外合资企业，中外合资企业和外商独资企业等外商投资企业，享受退税的项目范围为属于《外商投资产业指导目录》中鼓励类的外商投资项目。加工塑胶制品项目不属于《外商投资产业指导目录》鼓励类项目，不可申请退税。此复。
",3.9695408549089706e-07
1470,社会投资项目备案办事需要的申请材料,深圳市发展和改革委员会,2017.04.01,2017.04.05,"申请材料需要的节能评估报告书，节能评估报告表或者节能登记表
找不到格式及样表。 请问在哪里可以下载？帮忙告知。多谢！
		","
请依次进入我委网站首页（www.szpb.gov.cn）-》办事服务-》“深圳市社会投资项目核准管理”办事指南，按照“申请材料”提示，直接下载即可。（直接下载地址：http://www.szpb.gov.cn/xxgk/qt/tzgg/201212/t20121211_2188786.htm）

",5.569588907849976e-07
25510,布吉河水质净化厂生态技术改造前期工作,深圳市发展和改革委员会,2013.08.25,2013.08.28,"领导们 你好 我是布吉五园季节的业主，我们小区饱受隔壁布吉污水净化厂臭味的苦恼，经过几年的投诉已有部分改善，水务公司也在不断改善环境，为了根本解决问题水务集团也向贵部门提交了该厂的改建升级项目建议书，贵部门一年了还未批复。取之于民用之于民，我们这个片区几万居民不应该承受污水厂臭味的后果。希望贵部门尽早批复该项目。水务局回复的内容见链接 http://www.szwrb.gov.cn/cn/gzhd_show.asp?m=4&id=18890&lytp=1&lmtype=%CD%B6%CB%DF%BC%B0%B4%A6%C0%ED 感谢领导们百忙之中倾听老百姓的声音，让深圳更美好
		","??? 已电话回复咨询人。因为水利部门中报的项目建议书中污水处理规模不可满足区域污水处理的要求，根据专家建议要求水务部门在组织重新修编。 ??? 关于李先生反映的有关日常运营的问题，需水务部门、环保部门调查并坚强监管。
",7.694382587741799e-07
25511,布吉河水质净化厂生态技术改造前期工作,深圳市发展和改革委员会,2013.08.25,2013.08.28,"领导们 你好 我是布吉五园季节的业主，我们小区饱受隔壁布吉污水净化厂臭味的苦恼，经过几年的投诉已有部分改善，水务公司也在不断改善环境，为了根本解决问题水务集团也向贵部门提交了该厂的改建升级项目建议书，贵部门一年了还未批复。取之于民用之于民，我们这个片区几万居民不应该承受污水厂臭味的后果。希望贵部门尽早批复该项目。水务局回复的内容见链接 http://www.szwrb.gov.cn/cn/gzhd_show.asp?m=4&id=18890&lytp=1&lmtype=%CD%B6%CB%DF%BC%B0%B4%A6%C0%ED 感谢领导们百忙之中倾听老百姓的声音，让深圳更美好
		","??? 已电话回复咨询人。因为水利部门中报的项目建议书中污水处理规模不可满足区域污水处理的要求，根据专家建议要求水务部门在组织重新修编。 ??? 关于李先生反映的有关日常运营的问题，需水务部门、环保部门调查并坚强监管。
",7.694382587741799e-07
6815,厂房、写字楼物业费及物业合同备案,深圳市发展和改革委员会,2016.11.02,2016.11.02,"南山区蛇口的厂房及写字楼需要对物业费及物业合同进行备案，已咨询区发改委回复只受理住宅类备案，厂房及写字楼的备案是要到市发改委吗？需要哪些资料？是否需要预约呢？
		","非住宅（前期）物业实行市场调节价，由双方协商确定收费，不需另行备案。
		
		",7.721387489389997e-07
18845,关于机动车停车费上调申请,深圳市发展和改革委员会,2015.07.14,2015.07.17,"尊敬的市发改委：我司的停车场设备设施升级及工作人员工资上涨、维护成本逐年上调等原因，现申请停车费上调，如何报批？请回复。感谢！
		","政府指导价管理的社会停车场不需另行由我委审核收费标准，经营单位在政府指导价范围内确定收费标准后，到市场监管部门作明码标价公示备案即可。
		
		",1.8811170227062135e-06
31602,农转非,深圳市发展和改革委员会,2008.01.19,2008.03.17,"你好: 我是即将报到的公务员,我的户口类型是农业户口的,市人事局工作人员说要非农户口才能给我报到证,让我先入户深圳,然后再到发改局办理农转非,请问这个程序需要多长时间,因为报到时间有限,本人实在很着急,请尽快答复.谢谢~~
		","陈建钢：你好！你所反映的问题，需向人事局办理有关核准手续，经核准报我局办理的，凡符合入户条件的随到随办。此复
		
		",2.0320125303507908e-06
25416,请发一份文件-深价管函[2009]41号《关于建设工程交易服务收费问题的复函》,深圳市发展和改革委员会,2013.09.18,2013.09.18,"你好，由于工作需要，请发一份贵局文件---深价管函[2009]41号（从贵司网站查不到，网上也搜不到）。深价管函[2009]41号《关于建设工程交易服务收费问题的复函》。 说明：就此问题我曾咨询市市场监督管理局，其答复如下：你好，因机构改革，2009年开始我局物价业务已移交至发改委，关于你所表述的问题，建议详询市发改委。感谢你对我们工作的支持！
		","已电话回复咨询人。该文件在我委网站-价格政策管理-重要专业服务政策栏目发布。
",2.4124764126387532e-06
29244,深圳出台系列政策扶持LED产业,深圳市发展和改革委员会,2009.02.13,2009.02.19,"尊敬的人民领导： ????? 您们好！ ????? 我们是深圳俄菲照明有限公司，专注大功率LED照明产品，在2009年2月6日《深圳特区报》《深圳商报》刊登了许市长主持召开政府四届一二八次常务会议，其中提到深圳政府将出台扶持LED产业，我们想关注的是怎么扶持。 ??? 今年深圳将实施一批LED照明产品示范工程，承担政府投资项目LED应用示范工程的企业一定补贴，并列为政府LED照明产品采购目录，我们企业如何有这样的机会呢？ ? ? 谢谢，若有打扰，深感抱歉！
","黄大双： ??? 您好!现对你提出的两个问题答复如下： ?? 一、按照市政府对扶持LED产业工作分工，政策研究由市科技与信息局牵头负责。 ? ?? 二、LED示范工程认定工作，我局正在制定《深圳市推广高效节能LED照明产品示范工程实施方案》，待市政府审定通过后再行组织申报。 ??? 此复 ? ? ???????????????????????????????????????????????? 深圳市发展和改革局
",5.210814626011029e-06
33101,物价问题,深圳市发展和改革委员会,2007.08.14,2007.08.16,"市政府好; 为什么现在深圳的物价上涨的好厉害啊,从最近起,特别厉害,我在宝安区西乡着里做工,现在我们在外做工,工资没涨多少但是现在物价上涨现在连吃饭现在深圳关外可以说几乎没有3元的快餐了.原因老板说的是物价上涨,在关外做工一个月700元包住不包吃,现在一个月吃饭最底要350元一个月可,物价上涨我们的工资都不涨,怎么保障呀?
		","打工者: 你好!物价问题按照市政府部门职能划分,不属于我局部门职能范围,建议你向市工商局(物价局)反映。 此复 市发展和改革局 二00七年八月十六日
		
		",9.159244886647322e-06
15906,深圳市人才市场收费标准,深圳市发展和改革委员会,2015.10.29,2015.11.11,"深圳市很多人才市场，但是基本上都要收费，收费标准不统一。其中深圳市新路程人力资源人才市场收费为210元/半年，没有一次性的，有些是210元/2个月，请问这些收费是否标准？请给予回复。感谢！
		","目前，国家和省已明确取消档案保管、转递、查阅，证明等基本公共服务收费事项。其他人才交流、职业介绍收费已放开价格管理，但服务单位应严格执行明码标价有关规定。
		
		",1.733254635816195e-05
23773,高速公路救援,深圳市发展和改革委员会,2014.08.25,2014.08.27,"我公司一辆核定载重量1.4吨的蓝牌小货车在水官高速横坪入口上高速后两公里发现故障不能继续行驶，请高速救援拖车至丹平出口下，请问按照物价局文件规定应该收费多少钱？谢谢！
		","已电话回复罗先生高速公路车辆故障拖车费的标准，建议他把收费单据传真到市场监管局投诉。
		
		",2.937947120429385e-05
29928,请问现在关内的招工指标可以落到关外吗？,深圳市发展和改革委员会,2008.09.12,2008.09.19,"您好，我在通过公司招工办理的过程中碰到了这个问题，因为公司场地变更到关外了，但公司注册地在福田区，现在在劳动局招调环节中，调令已经下达了，但咨询公司所在地派出所后，他们说不可以落到那里，我现在在坂田买了房子，希望可以把户口落到坂田，请问按深圳目前的政策，可以这样办理吗？通过和网友的交流，我发现很多人存在和我这样的问题，辛苦了几个月办下来的调令无法落户口，希望领导帮忙指点一下，谢谢
		","何通您好!《深圳市户籍迁移管理办法》8月初提交市政府常务会并且已经审议通过，目前正待印发执行，待正式印发后，您的问题将得到妥善解决。
		
		",3.052673622616631e-05
28155,节能灯补贴,深圳市发展和改革委员会,2009.06.30,2009.07.08,"??? 你好!我是深圳市富基物业公司的.深圳市政府前段时间曾经公布有关个人和企业购买节能灯可获财政补贴的公告.现请问怎样可以获得补贴?怎样办理?谢谢!
","由中央财政对节能产品生产企业给与补助，再由生产企业按照补助后的价格进行销售，消费者不能直接申请。此类产品在销售时会明显标注“节能产品惠民工程”。
",3.908718529632704e-05
29927,农转非时间,深圳市发展和改革委员会,2008.09.17,2008.09.19,"您好!我于9月5日已下达招调通知号,请问农转非要多长时间呢?
		","刘姗姗您好！感谢您的来信咨询。关于“农转非”时间的问题答复如下： 1、申领“农转非”指标卡人员须向市相关主管部门领取并填写《深圳市“农转非”人口指标审批表》（一式三份），经市有关相关主管部门审批后送是发展和改革局发给《深圳市“农转非”人口入户指标卡》。 分类审批审批部门如下： （1）属本市征地农民及其子女农转非入户的，由所在区发展计划局负责审核申报； （2）属农业人口（含市内、市外农业人口）招工就业的，由市、区劳动部门负责审核申报； （3）属婚迁、随迁等政策性农转非，从市外农业人口迁入我市转为非农业人口的，由市公安局负责审核申报； （4）属市属中专毕业生就业、大专以上毕业生聘干就业的，由市人事部门负责审核申报； （5）属市属高等院校招生入户的，由有关高等院校负责审批申报。 2、市发展和改革局以收到相关主管部门送达的《深圳市“农转非”人口审批表》起第5个工作日，完成《“农转非”人口入户指标卡》的核发工作。
		
		",5.061196317457384e-05
29782,关于招调工农转非的审批时间,深圳市发展和改革委员会,2008.10.13,2008.10.21,"因招调工问题，2008年08月8日在宝安劳动局提交最后表格，办事窗口让我等待深圳市发展和改革局农转非的审批，20个工作日可以完成。目前，已是2个月后，现咨询办事窗口，答复：未曾办理好，继续等待。请问：审批招调工农转非的时间真的很长？需要多长时间？谢谢！
		","罗新亮：你好！感谢你的来信咨询。招调工的流程是区劳动局收取表格初审后转去发改局，再由区发改局转报市发改局。一般情况下市发改局受理申请后当天都会及时处理。建议你查询你的申请处于哪个单位的审核环节，再直接咨询该单位。此复。
		
		",7.042449365479708e-05
25316,“农转非”指标卡办理进度查询,深圳市发展和改革委员会,2013.10.15,2013.10.18,"您好！请问的我“农转非”指标卡在办理了吗？何时能办结？接收函是9月18日发下来的！原户口已经迁移，现在着急要办理报道和落户手续，但是去了人才大市场说没有这个指标卡办不了！感谢答复！！
		","经查，钟华钦“农转非”材料市人力资源局于10月8日上报我委审核，我委当日已审批办结。请询市人力资源局领取相关手续。
",7.289512010799637e-05
25262,农转非”指标卡办理要多久？,深圳市发展和改革委员会,2013.10.25,2013.10.30,"您好，我10月22日经人才引进审批同意，请问《“农转非”入户人员信息卡》贵局几个工作日能审批下来？谢谢！
		","您好。您的“农转非”手续10月23日由龙岗区报至我委，我委当日已完成审批。请询龙岗区发改局领取相关手续。
",9.336294675776902e-05
25315,农招卡,深圳市发展和改革委员会,2013.10.17,2013.10.18,"您好！我办理人才引进入户深圳，9月30日显示市人力资源局已审批同意，正在申请农招卡中，想问下办理农招卡需要多久时间，麻烦回复，谢谢
		","您好，经查，2013年我委尚未收到市人力资源局报送的名为“刘彩”的“农转非”审核资料。我委自收到人力资源局报送材料之日起5个工作日内完成“农转非”审批。
",0.00012893687321147151
29785,请问关内外户口互通政策什么时候下来,深圳市发展和改革委员会,2008.10.20,2008.10.20,"深圳市发改局： 你们好！ 我很想问下关于关内外户口互通政策什么时候下来，早在七、八月份，好象是南都报就报道了说十月份这个政策就要出台了，但现在十月份就要过了，一点反应都没有，是不是政策又有什么变动，我周边很多人要迁户口，有关内往内外迁的也有关外往关内迁的。大家都在关心这事。我想政府应该有个明示吧。不能这样忽悠市民。 我关心这事是因为我今年正在招工调户口，我的房子在关外，公司在关内，自然户口指标也在关内。我很想把户口放在自己关外房产名下。但根据现在户口政策却做不了。我想等新的户口政策出台再落户，我现在时间较急，这边却一点反应没有。
		","陈峰：你好！感谢你的来信咨询.《深圳市户籍迁移管理办法》(深府[2008]215号)已于今年10月1日经市政府颁布实施。该《办法》有以下规定提供你参考： 1、深圳市户籍的居民在深圳市范围内因居住地变更、夫妻分居、未成年小孩随父或随母居住、老人随子女居住等事由，可申请户籍迁移。 2、变更工作单位的其户籍不随劳动、人事关系迁移。 3、以上事由的户籍迁移手续在市公安局办理（接收深圳生源应届高校毕业生的入户事宜由仍由人事部门据继续受理）。 目前，市公安局正抓紧推进各项实施工作，近期将很快受理此类申请，更具体的办理时间表，请向市公安局人口管理处咨询。 此复。
		
		",0.0001727767759760468
29847,从10月1日起是否开始关内关外户籍一体化？,深圳市发展和改革委员会,2008.10.09,2008.10.10,"你好，请问从10月1日开始是不是已经实现关内关外户口一体化，只要在关内拥有房产是否就可以把户口从关外迁移到关内呢？谢谢！
		","樊华:你好!来信收悉.《深圳市户籍迁移管理办法》(深府[2008]215号)已经市政府颁布实施,从2008年10月1日起,在关内外户籍可随自购房地点迁移.此复.
		
		",0.00018959728414902344
33601,户口,深圳市发展和改革委员会,2007.01.18,2007.02.05,"请问2006你局应市人大代表的建议，放宽宝安龙岗两区户口迁入市区的建议，并答应在2007开始实施，但到目前为止还没有正式批准，请问什么时候开始啊！
		","关于刘少壮同志网上咨询的答复意见 刘少壮同志： 我局于去年办理孙彪等10名人大代表的提案时，确实提出了加快推进特区内外户籍一体化管理的答复意见。经新闻媒体报道后，社会各界反响较大，得到普遍好评。为此，我局已将此项工作列为年度重点工作之一。目前评估论证工作正在进行中。谢谢您关注并发来邮件。 此复。 二○○七年二月五日
		
		",0.00021067381449246803
29841,关于关外户籍迁入关内,深圳市发展和改革委员会,2008.10.13,2008.10.14,"我在关内有房产，想把龙岗户口迁入关内，请问何时开始受理？如何办理？谢谢！
		","刘俊宏:你好!来信收悉.《深圳市户籍迁移管理办法》(深府[2008]215号)已经市政府颁布实施,从2008年10月1日起执行。关于在关内外户籍可随自购房地点迁移的办理工作市公安局正在加紧组织实施，近期将很快受理此类申请，各具体的办理时间，请向市公安局人口管理处咨询。
		
		",0.0002483809117544977
30769,咨询罗湖区布心片区的发展规划,深圳市发展和改革委员会,2008.05.30,2008.06.11,"进来 关外城中村的改造如火如荼的进行 可是罗湖区布心片区 却破烂不堪 甚至不如关外 道路不平 货柜车横行 片区没有规划 请问政府对这个片区是如何规划的 有没有改造的时间表
		","来件人：你好！你所反映的规划问题属于市规划局职能范畴，建议向该局反映。此复
		
		",0.0003033032530170843
29423,入户指标咭,深圳市发展和改革委员会,2008.12.22,2008.12.26,"你好： 我在08-8月拿到了贵局批下的入深户指标咭，但由于各方原因，我到目前公安局还没有批下准迁证，电话查问回复说还在调查中。指标咭上标明到12月31日前要办好准迁证的，时间无多，请问过了12月31号才批下准行证时指标咭还有效吗？敬请回复！谢
","魏云生： ???您好！经与你联系后获悉你的问题已经得到解决，请尽快抓紧时间办理迁户手续。最后感谢你对我局工作的支持和理解。 ?? 此复 ???????????????????????????????????????????????? 深圳市发展和改革局
",0.0003100615722347877
29250,企业如何申请中央投资,深圳市发展和改革委员会,2009.02.04,2009.02.18,"???? 市相关领导: ? ????????? 你好! 我想咨询一下中央4万亿的投资分配到深圳的企业有多少? 企业又如何申请这个资金? 相关的信息可以到那里查询? ???? ?????????? 以上请尽快回复,谢谢!
","宋小姐： ??? 您好！为扩大内需，促进经济增长，中央于2008年第四季度组织1000亿元投资计划的项目申报工作，截止08年12月31日，第一批自主创新和高新技术产业化项目新增中央预算内投资计划已下达至深圳企业，共计2700万元人民币。 ??? 企业要申报请登陆我局网站http://www.szpb.gov.cn/查看具体通知，我局根据国家发改委的通知要求开展各类计划的组织申报工作，重点关注我局网站“高技术产业化示范项目”、“通知公告”或“信息发布”等三个栏目，或拨打我局办文咨询电话（82105843，82105842）询问相关项目申报信息。同时，其他各个政府职能局的门户网站也会有关公布相关信息，请同时登陆查询。
",0.0003701625985791379
29587,户口迁移,深圳市发展和改革委员会,2008.11.06,2008.11.21,"你好 我在深圳办有工厂也于06年买入深圳房产，请问可否在深圳入户，如果可办理怎样申请
		","朱波：您好！户籍迁入按照深圳市市政府《深圳市户籍迁入若干规定（试行）》执行，请参看《深圳市关于加强和完善人口管理工作的若干意见》（ 深府〔2005〕125号），查询网址：http://www.szpb.gov.cn/News/Office/zcfg/050801.htm。对照入户三个类别，符合条件即可申请办理入户。
		
		",0.0004279608328948692
29696,招调工在办理,深圳市发展和改革委员会,2008.10.30,2008.11.04,"招调工在办理""农转非""时我提交了""招用员工通知""复印件、“深圳计划生育证明”复印件和“高级职业资格证书”复印件，资料是否满足？谢谢！
		","罗新亮：你好！关于“农转非”办理的提交哪些申请资料的问题，请你直接向受理你申请的区或市劳动部门进行咨询。谢谢！
		
		",0.00045034536927313074
28965,总部企业认定申请,深圳市发展和改革委员会,2009.03.24,2009.04.01,"发改局: ???? 您好! ???? 我司是初次做""深圳市总部企业认定"",属于建筑行业,正在准备""深圳市总部企业认定申请表"",请问,是不是填完表后将表给建设局初审,再直接交到贵局即可.
","建筑业企业、建材企业由市建设局窗口负责受理，申请单位无需将材料递交我局。 相关申请条件及申报材料请查阅我局网站http://www.szpb.gov.cn/News/GuiHuaChu/ggxx/90325.htm
",0.0005823428033523426
