04-29 17:30,3919009972,OceanPurple,0,转让她上头条,https://tvax4.sinaimg.cn/crop.0.15.750.750.180/e99758b4ly8ff9e26oalnj20ku0lowfc.jpg
03-24 20:10,2344842551,手机用户2344842551,0,腐败扎根太深了,https://tvax4.sinaimg.cn/default/images/default_avatar_male_180.gif
03-24 19:02,2326940595,再见V年少,0,<a href='https://m.weibo.cn/n/黑夜逆风细雨热情梦想和我'>@黑夜逆风细雨热情梦想和我</a>,https://tva3.sinaimg.cn/crop.64.125.533.533.180/8ab24bb3jw8esl42slbkpj20hs0qojsl.jpg
03-24 17:55,1069231890,呼呼大菜狼,0,现在很多项目都是低价中标 有些采购项目价格分甚至能达到70分  几乎就是最低价中标 能咋办？你和别人拼质量就等于放弃中标 所以我感觉反腐有些过度 因为大家为了避嫌 制定招标文件时 价格分权重超高,https://tva3.sinaimg.cn/crop.0.0.180.180.180/3fbb2f12jw1e8qgp5bmzyj2050050aa8.jpg
03-24 17:42,3106036867,96军弋,0,俗话说得好:常在河边走没有不湿鞋的！,https://tva4.sinaimg.cn/crop.0.0.540.540.180/b9225c83jw8eqy9irdp1aj20f00f0aaq.jpg
03-24 16:44,5104698647,RAMBLERTIAN,0,就算皇上再圣明，也挡不住地方的贪污腐败！官官相护，也是不了了之,https://tva3.sinaimg.cn/crop.0.0.720.720.180/005zsNj9jw8etib2hu7czj30k00k0my0.jpg
03-24 15:28,2074613773,滚滚最可爱了,0,没人点头他会卖这么多中铁系公司？反正我不信。挖背后是谁,https://tva3.sinaimg.cn/crop.28.0.331.331.180/7ba8180dgw1f4sohpdoekj20aq098my6.jpg
03-24 13:46,3125254154,被驯服的象94,0,道歉没用，出事了怎么办，地铁里人那么多,https://tva3.sinaimg.cn/crop.0.0.480.480.180/ba47980ajw8ebljbjp5eyj20dc0dcgm4.jpg
03-24 13:09,1751869067,mint要上岸,0,回复<a href='https://m.weibo.cn/n/熊猫烧香3706'>@熊猫烧香3706</a>:不就是那个窦什么。一丘之貉。,https://tvax3.sinaimg.cn/crop.0.7.498.498.180/686b668bly8fdi2z4or53j20du0e8aaf.jpg
03-24 13:00,2511941504,熊猫烧香3706,0,回复<a href='https://m.weibo.cn/n/mint要上岸'>@mint要上岸</a>:这是地铁项目才用，电务处,https://tva1.sinaimg.cn/crop.0.0.240.240.180/95b92f80jw8ehou1u7o6sj206o06oglk.jpg
03-24 12:12,5644762479,cindy59281,0,跪地道歉也不能原谅！拿人的生命当儿戏,https://tvax2.sinaimg.cn/crop.0.0.664.664.180/006a0QA7ly8fdio2ca7k6j30ig0igwg2.jpg
03-24 12:08,5377298789,吖熙叭,0,直接枪决，上机机关也有不可推卸的责任。需要严查！！！,https://tva2.sinaimg.cn/crop.210.0.540.540.180/005RUB3Djw8emf5pbak35j30qo0f0js4.jpg
03-24 12:05,2502217303,悠悠小骨,0,说啥呢，低价就能中标？逗我吗,https://tva4.sinaimg.cn/crop.0.0.200.200.180/9524ce57jw8eahwq4nbf1j205k05kjrb.jpg
03-24 10:07,1764220532,Oldmoon-,0,垃圾，直接午门崭首。,https://tva2.sinaimg.cn/crop.0.0.664.664.180/6927de74jw8f1nj2op3pvj20ig0ig75s.jpg
03-24 06:16,5679046938,无志老头,0,相当有背景的一个公司，能够在众多大企业集团中搏杀出来，夺得如此肥硕的商业大单，不是一般人能做到的，东窗事发，从高调对抗到跪地谢罪，只在瞬间，这分明是在做戏，路尽天崖，不去赴死，便定会扯出惊天大案，招投标的黑幕渐渐就会撬开一条缝隙。又听犬吠！,https://tva1.sinaimg.cn/crop.0.0.640.640.180/006ckHxgjw8evo87ekhnsj30hs0hs0u5.jpg
03-24 00:49,5953809340,走过的路刺客,0,只是不合格产品吗，从种种迹象表明是官商勾结！严惩,https://tva4.sinaimg.cn/crop.0.0.664.664.180/006uVzMUjw8f4ssistvkjj30ig0igace.jpg
03-24 00:11,1415992367,溱澜山叟,0,"祸国殃民的狗官带坏整个社会风气，上梁不正下梁歪?<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_numa-90f7682472.png"" style=""width:1em;height:1em;""></span>",https://tva4.sinaimg.cn/crop.0.0.1116.1116.180/5466542fjw8f7k8g0cbimj20v00v0jta.jpg
03-24 00:05,1635374992,小熊维尼爱吃辣cC,0,就这么搪塞过去了？真正的幕后呢？中纪委干嘛吃的，为什么不查？西安人民的生命是他妈让你们开玩笑的？我操你大爷的，说着说着我就生气！新房就在浐灞，天天坐地铁，我就不说啥了，我爸妈要是有个啥事我拼了命也不会放过你们这些败类！,https://tva1.sinaimg.cn/crop.0.0.996.996.180/6179d790jw8f82t5v06b4j20ro0rpwgi.jpg
03-23 23:50,6076583116,大胖妹妹妹,0,枪毙吧,https://tva4.sinaimg.cn/crop.0.25.1242.1242.180/006DeIR6jw8fbqq1klakwj30yi0zxmzw.jpg
03-23 23:13,5711385023,aa6962,0,强烈要求彻查，大起底，。,https://tvax4.sinaimg.cn/default/images/default_avatar_male_180.gif
03-23 22:56,5379963503,G冰是睡着的水G,0,官场就像现在的河流，水道，还有几条是干净的？,https://tva2.sinaimg.cn/crop.0.15.640.640.180/005S5MgTjw8fay361yyecj30hs0ingmx.jpg
03-23 22:39,2635087281,琳酱琳酱琳酱琳酱,0,不了解事情 只看这个视频 给我感觉这是背台词呢 眼睛里没有真诚,https://tva4.sinaimg.cn/crop.0.0.996.996.180/9d103db1jw8f2mvm2dxh2j20ro0ro400.jpg
03-23 21:51,5643599560,TMD昵称真难换,0,这社会造假太多了，该严惩,https://tva4.sinaimg.cn/crop.40.0.240.240.180/0069VY3mjw8evp8cn0eq6j308w06odg2.jpg
03-23 20:42,3255145491,Jeahon_Lan,0,该好好整整了,https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/c2059413ly8fe1fzcdnftj20u00u1dlt.jpg
03-23 20:42,1683323703,蔷薇花开3768,0,用不着行贿，权力背后又一个替罪羊。,https://tva1.sinaimg.cn/crop.0.0.664.664.180/64557b37jw8f67oxpp3kaj20ig0igdha.jpg
03-23 20:17,1751869067,mint要上岸,0,回复<a href='https://m.weibo.cn/n/熊猫烧香3706'>@熊猫烧香3706</a>:为他们牵线搭桥。分他们一杯羹。,https://tvax3.sinaimg.cn/crop.0.7.498.498.180/686b668bly8fdi2z4or53j20du0e8aaf.jpg
03-23 19:40,2327731501,black刘会彬,0,很明显是死是活自己一人抗。以后事情过去。再拖关系捞人。,https://tva4.sinaimg.cn/crop.0.0.180.180.180/8abe5d2djw1e8qgp5bmzyj2050050aa8.jpg
03-23 18:12,1841897184,看片加V18679168283,0,替死鬼，当然他也不用死，没准以后转的更多,https://tva3.sinaimg.cn/crop.0.1.640.640.180/6dc91ee0jw8ejfx4lf11wj20hs0hu0tg.jpg
03-23 17:47,5780196906,小野湖爸爸,0,监管部门不知道哪儿去了，这要不是公司员工在天涯上曝光了这件事，估计现在这问题也不会被发现,https://tvax4.sinaimg.cn/crop.0.0.996.996.180/006jb7gmly8fflcxmll76j30ro0rpq65.jpg
03-23 17:36,5883249737,坏人我来做555,0,去关注一下吉林春芽幼儿园的事情吧,https://tvax3.sinaimg.cn/crop.0.0.996.996.180/006q9w0Nly8fdwwkhrcqej30ro0rpwfx.jpg
03-23 17:04,5172404272,潇洒宝贝影,0,搞不能背下来，还照着念！,https://tva1.sinaimg.cn/crop.0.0.996.996.180/005E2SDmjw8f5vsggyekij30ro0rp41u.jpg
03-23 16:23,1524266181,沙漠风暴VS,0,这种事情有没有拉横幅抵制的！,https://tva4.sinaimg.cn/crop.0.0.996.996.180/5ada74c5jw8fa02xad15aj20ro0rowg7.jpg
03-23 16:02,6084360341,花间一壶酒198405,0,滚你奶奶个腿！一旦出事你跪地有鸡毛用,https://tva2.sinaimg.cn/crop.0.0.664.664.180/006DLm4djw8fb9eli60tej30ig0igtas.jpg
03-23 15:16,2190462860,六角角爱得瑟,0,回复<a href='https://m.weibo.cn/n/燕子的余生'>@燕子的余生</a>:能中标不见得是有腐败，在招标中标过程中，招标书对产品及公司资质做了规定，只要符合规定，低价中标。而说有问题应该是监理。,https://tva4.sinaimg.cn/crop.0.0.180.180.180/828fcf8cjw1e8qgp5bmzyj2050050aa8.jpg
03-23 15:07,1651428563,西瓜_QAQ,0,背锅侠，大家都理解你,https://tvax2.sinaimg.cn/crop.0.0.664.664.180/626eccd3ly8feixxt6m3lj20ig0igt9l.jpg
03-23 14:41,1770342743,Asiacoffee,0,如果跪能解决问题，要法律做什么？,https://tva3.sinaimg.cn/crop.0.0.1080.1080.180/69854957jw8ewe15m4gpuj20u00u075k.jpg
03-23 14:01,3121667423,老猫呢,0,"说是公开招标 无非是吃饭喝酒送回扣<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_wabishi-f5765407f7.png"" style=""width:1em;height:1em;""></span>",https://tva2.sinaimg.cn/crop.0.0.512.512.180/ba10dd5fjw8f0us25k95mj20e80e8t91.jpg
03-23 13:56,2289238275,清酒烈灿,0,"好可怕呀<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_beishang-c20969286b.png"" style=""width:1em;height:1em;""></span>",https://tva2.sinaimg.cn/crop.0.0.996.996.180/88730103jw8f754klpl2ij20ro0ro0u3.jpg
03-23 13:55,5190618941,淓FaNG丶,0,行尸走肉格伦好像,https://tva1.sinaimg.cn/crop.0.0.996.996.180/005Fhj6ljw8fbxf7ozwg9j30ro0rpmyk.jpg
03-23 13:39,5246127485,心有疮疤的米哩,0,"下跪有用，要纪检委干嘛？道歉有用，要公检法干嘛？<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;""></span>",https://tva3.sinaimg.cn/crop.0.0.996.996.180/005J2dprjw8faqp82wr0cj30ro0rowhu.jpg
03-23 13:38,1857027382,Summer顽音乐,0,同情这位王先生，明明只是一只小兵，却要替后面的那么多老大背锅，一个人受全社会的谩骂，就凭他一个小小的负责人能这么贪能搞那么多事？可笑了，当我们都是三岁小孩吗？,https://tva3.sinaimg.cn/crop.0.6.500.500.180/6eaffd36jw8fcwyh32e8jj20dw0e8js3.jpg
03-23 13:36,2760615772,-模糊世界,0,人人知道罪恶的根源，人人都没有任何一点办法，这个社会就一直这样行进中，运转着。。。,https://tvax4.sinaimg.cn/crop.0.0.996.996.180/a48ba75cly8fe4nlquqb3j20ro0rptap.jpg
03-23 13:34,2760615772,-模糊世界,0,"这个社会真的没救了，你们这些人难道就永远不坐地铁了吗。各种危害社会的不道德行为太可耻，人类啊，小事小坏也就差不多了，能不能不要总是动辄就做这种危害成千上百人的事情。<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_landelini-bc8d668f14.png"" style=""width:1em;height:1em;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_landelini-bc8d668f14.png"" style=""width:1em;height:1em;""></span>",https://tvax4.sinaimg.cn/crop.0.0.996.996.180/a48ba75cly8fe4nlquqb3j20ro0rptap.jpg
03-23 13:29,2511941504,熊猫烧香3706,0,回复<a href='https://m.weibo.cn/n/mint要上岸'>@mint要上岸</a>:跟我有啥关系？,https://tva1.sinaimg.cn/crop.0.0.240.240.180/95b92f80jw8ehou1u7o6sj206o06oglk.jpg
03-23 13:21,5800381943,芯亮筠天,0,这背后多么可怕。一个人背了全部,https://tvax4.sinaimg.cn/default/images/default_avatar_female_180.gif
03-23 13:17,2982697082,麝香猫2012,0,很多环节的领导都不干净吧？,https://tva3.sinaimg.cn/crop.0.0.511.511.180/b1c8587ajw8ewqi2wldjjj20e80e7gmv.jpg
03-23 13:14,1786263427,被虫咬了大半截的青春,0,简直恐怖哦 唉 这样下去 怎么得了,https://tva4.sinaimg.cn/crop.0.0.640.640.180/6a783783jw8eej8eo1pqdj20hs0hsaar.jpg
03-23 13:13,5679707550,英国之宝,0,我在想反腐跟我们有什么关系？,https://tva3.sinaimg.cn/crop.0.22.1125.1125.180/006cntoijw8faim5qiyzmj30v90widi1.jpg
03-23 13:00,1760535072,肉肉大魔王_Sxy,0,回复<a href='https://m.weibo.cn/n/Ma_当当'>@Ma_当当</a>:对！我昨天看到就觉得日了狗了！！,https://tva4.sinaimg.cn/crop.0.0.1242.1242.180/68efa220jw8f4ksp63hquj20yi0yignv.jpg
03-23 12:54,6071625281,86年的甲壳虫2,0,对着字读出来的，眼睛斜视说的没有感情，真的觉得耻辱吗？没看出来，希望好好查查，人民群众无小事,https://tva2.sinaimg.cn/crop.1.0.747.747.180/006CTV61jw8fcroydrv9xj30ku0kr404.jpg
03-23 12:54,3736519171,小李子438,0,原谅可以啊，你死在地铁里。,https://tva1.sinaimg.cn/crop.0.0.664.664.180/deb6c203jw8fas0cfgb5cj20ig0igwg2.jpg
03-23 12:45,5356767948,D-兜兜转,0,道歉有卵用？不查个水落石出？,https://tva2.sinaimg.cn/crop.0.0.996.996.180/005Qws32jw8f7hlfr0satj30ro0roac3.jpg
03-23 12:43,2108317045,水番三金先生,0,百度竞价排名，地铁低价竞标 ? 严查 把这一堆人全揪出来！,https://tva2.sinaimg.cn/crop.0.0.1342.1342.180/7daa5d75jw8f9pohhy0imj211a11b0vo.jpg
03-23 12:41,1681483034,nby727,0,背锅货！,https://tvax3.sinaimg.cn/default/images/default_avatar_female_180.gif
03-23 12:30,6079358266,我可能是个可爱的假人,0,"这口锅背的 价值不菲啊<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em;height:1em;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;""></span>",https://tvax4.sinaimg.cn/crop.0.8.496.496.180/006DqmNAly8fevwtid3oyj30ds0e8wfl.jpg
03-23 12:28,6004507213,哼哈呵吼切,0,"拢共四千万电缆，三千万不合格<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;""></span>西安人口八百万，作为历史名城每年国内外游客流量多大就不用说了吧。而地铁快速便捷的交通工具肯定是首选。当地官商勾结！至民众死活于不顾！强行狡辩态度嚣张戏弄国民！这家公司从成立起就被罚款多次！这样的公司如何中的标<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em;height:1em;""></span>水分多大全国人民都懂<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-fdd5eeb1d1.png"" style=""width:1em;height:1em;""></span>",https://tvax3.sinaimg.cn/crop.0.0.996.996.180/006ymiCxly8fdvenj4ulzj30ro0ro765.jpg
03-23 11:53,1663916737,偶尔在水面之上,0,不可饶恕。装可怜也不能让他过关！,https://tva2.sinaimg.cn/crop.0.0.180.180.180/632d5ac1jw1e8qgp5bmzyj2050050aa8.jpg
03-23 11:53,1796962431,诗酒郑年华,0,"先把你怎么搞定这个项目的说清楚！<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_ku-6961a53d05.png"" style=""width:1em;height:1em;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_ku-6961a53d05.png"" style=""width:1em;height:1em;""></span>",https://tva2.sinaimg.cn/crop.0.0.996.996.180/6b1b787fjw8f5h2atth5dj20ro0rp0vg.jpg
03-23 11:22,5165613440,mr-云集,0,"有把老百姓当傻子，背后没有官员谁信<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;""></span>",https://tva3.sinaimg.cn/crop.0.0.720.720.180/005DAo1Ojw8erniriehl7j30k00k0gme.jpg
03-23 11:13,3990101852,孤独似我__,0,回复<a href='https://m.weibo.cn/n/陈坤Quay'>@陈坤Quay</a>:施工现场还有监理,https://tvax4.sinaimg.cn/crop.9.0.493.493.180/edd41f5cly8fekchana4lj20e80dp74e.jpg
03-23 11:01,2424611807,果汞,0,得罪人了,https://tva4.sinaimg.cn/crop.0.0.180.180.180/9084a3dfjw1e8qgp5bmzyj2050050aa8.jpg
03-23 10:51,2954829647,小丑鱼和二狗子,0,谁监理？谁验收的？商品进入市场工商不用监管？找个人背锅就拉倒了？,https://tva3.sinaimg.cn/crop.0.0.996.996.180/b01f1f4fjw8f9sx1ra7v1j20ro0ron00.jpg
03-23 10:24,5332835841,孙宏森83153,0,低价中标，害人害己,https://tva3.sinaimg.cn/crop.0.0.750.750.180/005OU2djjw8ex6tcqruc2j30ku0ku0tx.jpg
03-23 10:18,3493095275,湮落缪苏苏,0,回复<a href='https://m.weibo.cn/n/江浪1970'>@江浪1970</a>:就是哪些通过竞标的人呢，也该罚,https://tva4.sinaimg.cn/crop.0.0.1080.1080.180/d034676bjw8erepvs50iij20u00u0n07.jpg
03-23 10:16,1895811995,一把油纸伞得秘密,0,。。。,https://tva2.sinaimg.cn/crop.0.0.480.480.180/70ffcb9bjw8enz2jdlm0vj20dc0dcdgi.jpg
03-23 10:06,1353874543,当年明月Fxh,0,回复<a href='https://m.weibo.cn/n/王王王王王王丽'>@王王王王王王丽</a>:知道了，我家也做地铁支架，一直在跟着进度,https://tvax4.sinaimg.cn/crop.0.3.1242.1242.180/50b27c6fly8ffobavukoij20yi0yptb8.jpg
03-23 09:37,1818978711,_AnitaVilla,0,回复<a href='https://m.weibo.cn/n/冬冬_杨'>@冬冬_杨</a>:???,https://tva4.sinaimg.cn/crop.0.0.1125.1125.180/6c6b6997jw8f2sw6ub8jrj20v90v9din.jpg
03-23 09:29,6084423059,沙智勇,0,回复<a href='https://m.weibo.cn/n/来过的风'>@来过的风</a>:你可以选择的,https://tva3.sinaimg.cn/crop.0.0.996.996.180/006DLCnNjw8farmqv7eisj30ro0rpgtl.jpg
03-23 09:29,6100443743,洛阳KING,0,套路都懂，不耽误你赚钱，为什么要偷工减料呢，作死,https://tva4.sinaimg.cn/crop.0.0.996.996.180/006EQQ5Vjw8fdep7ef71lj30ro0ro0vh.jpg
03-23 09:21,2548411522,灰化肥挥发会发黑堆,0,回复<a href='https://m.weibo.cn/n/灰化肥挥发会发黑堆'>@灰化肥挥发会发黑堆</a>:想走正规手续，就是不给通过。变相高收费,https://tva4.sinaimg.cn/crop.0.0.540.540.180/97e5ac82jw8ex8i0af5ufj20f00f0q3w.jpg
03-23 09:19,5358829116,夜雪灰灰,0,谁关心你跪不跪啊！学日本韩国那手有啥用啊！,https://tva2.sinaimg.cn/crop.0.0.748.748.180/005QF6fGjw8f2jqesqg45j30ks0ks755.jpg
03-23 09:01,1671995600,大水枪0722,0,回复<a href='https://m.weibo.cn/n/xinyu66666'>@xinyu66666</a>:如果你单纯以经济和所谓国企领导打通中央关系来说，而且连一个副省级的领导都看不起，会不会显得你更幼稚？,https://tva3.sinaimg.cn/crop.0.0.996.996.180/63a8a0d0jw8faozir50z2j20ro0rowfp.jpg
03-23 08:59,1671995600,大水枪0722,0,回复<a href='https://m.weibo.cn/n/xinyu66666'>@xinyu66666</a>:而且再加上现在这个时间卡着，刚好是十八大结束，你说是否会有一些拿刀杀人的意思？不是更高的领导意思，这个市长怎么敢上传下达？这分明是有更高的指示好吗？而且央视第一时间报道，这就叫空穴来风！看着吧，过一段时间肯定有下马的大老虎,https://tva3.sinaimg.cn/crop.0.0.996.996.180/63a8a0d0jw8faozir50z2j20ro0rowfp.jpg
03-23 08:52,6159848101,老子是王爷,0,这个只要想查。很好查的顺藤摸瓜一个都跑不掉,https://tvax3.sinaimg.cn/crop.14.0.611.611.180/006IS5SJly8fdhjjj3brfj30hs0gzmxj.jpg
03-23 08:50,6159848101,老子是王爷,0,不是跪不跪的问题。这是他妈的犯法这损招这钱也敢挣！查查怎么中标的，地铁招标单位谁负责的。技术人员怎么验收允许安装的，现在出问题了拉个人来跪着。那其他人呢！哦肯定是零时工干的！！,https://tvax3.sinaimg.cn/crop.14.0.611.611.180/006IS5SJly8fdhjjj3brfj30hs0gzmxj.jpg
03-23 08:48,1015430142,汲珤斋,0,虽然你算得上是一个没有公德的黑心企业，但是你不是少数派！你是一个运气不好的倒霉蛋而已！,https://tva4.sinaimg.cn/crop.0.0.1241.1241.180/3c863bfejw8f1vcfn43p3j20yi0yhjsp.jpg
03-23 08:43,2723446455,xinyu66666,0,回复<a href='https://m.weibo.cn/n/大水枪0722'>@大水枪0722</a>:一个能跨越全国多个省市，在重大民生领域能击败无数国企，搞定多部门的公司的后台是一个西安市市委书记能碰的了得？幼稚。再给你普及一下知识，王永康上任之前是浙江省省委常委，组织部长，再之前的丽水市市委书记，而丽水市是浙江省第一大地级市，经济完爆西安，还明不经转的市？你把西安太当盘菜了！,https://tvax2.sinaimg.cn/crop.0.0.996.996.180/a2547eb7ly8fe2dydc4o5j20ro0roq4s.jpg
03-23 08:39,5318710563,路上沿途,1,诶，是不是犯个错，然后说我深深认识到了自己的错误，就可以说认错态度好了？,https://tva3.sinaimg.cn/crop.0.0.100.100.180/005NWLAfjw8el1upx9retj302s02sweb.jpg
03-23 08:35,1671995600,大水枪0722,0,回复<a href='https://m.weibo.cn/n/xinyu66666'>@xinyu66666</a>:一个副省级的领导人，而且从名不见经传的城市直接当上大市市长，这肯定是拿着尚方宝剑过来的，奥凯关系是硬，但这位市长估计更硬，否则怎么会处理的这么快？还一个小小的市长，可笑。,https://tva3.sinaimg.cn/crop.0.0.996.996.180/63a8a0d0jw8faozir50z2j20ro0rowfp.jpg
03-23 08:27,2088485017,一米八的梁你萌,0,这不属于工程？工程完工不需要验收吗？,https://tvax1.sinaimg.cn/crop.0.0.664.664.180/7c7bc099ly8ffe0u7iss4j20ig0igq41.jpg
03-23 08:19,1778836555,ReethTsai,0,收了多少回扣,https://tvax2.sinaimg.cn/crop.0.0.512.512.180/6a06e44bly8ffghllu7z3j20e80e83yv.jpg
03-23 08:10,5628022810,圆圆30130,0,彻查！！！,https://tva2.sinaimg.cn/crop.0.0.100.100.180/0068SBPsjw8eszy456gghj302s02swea.jpg
03-23 08:04,2524362940,杏_微博,0,"回复<a href='https://m.weibo.cn/n/LinenSwift'>@LinenSwift</a>:<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;""></span>",https://tva2.sinaimg.cn/crop.0.0.1242.1242.180/9676b8bcjw8f8qvtsovz4j20yi0yijtz.jpg
03-23 08:01,2913343385,别让我只会打球,0,必须死刑！杀鸡儆猴！,https://tva4.sinaimg.cn/crop.0.3.751.751.180/ada61799jw8f9utyzom2uj20kv0l176a.jpg
03-23 07:09,2694738070,金Joen,0,被对手整了,https://tva1.sinaimg.cn/crop.0.0.180.180.180/a09e7096jw1e8qgp5bmzyj2050050aa8.jpg
03-23 07:04,2576919082,你的小蛇精,1,全世界人民都知道你在背锅,https://tva3.sinaimg.cn/crop.0.0.750.750.180/9998aa2ajw8f360m9kcw8j20ku0ku74y.jpg
03-23 06:48,1659833891,神喵在世,1,他只是个法人 呵呵,https://tva2.sinaimg.cn/crop.0.0.639.639.180/62ef0e23jw8fbhs1crbzuj20hs0hrwfu.jpg
03-23 06:00,1797045334,李郎高兴,0,当初是怎么中标的？抢老百姓的钱他们没错，害死许多老百姓他们没错，冤案错案他们没错，把人祸说成天灾他们没错，每次大大小小各种事件他们没错，这帮王八蛋就没认过一次错。,https://tva4.sinaimg.cn/crop.0.73.440.440.180/6b1cbc56jw8edtntwmqccj20c80ga757.jpg
03-23 05:49,2723446455,xinyu66666,0,回复<a href='https://m.weibo.cn/n/大水枪0722'>@大水枪0722</a>:这个厂子中标的不是西安地铁一家，还有成都，福建的，所以后面的人一定是中央层面的，小小么西安市市长给人提鞋都不够份。,https://tvax2.sinaimg.cn/crop.0.0.996.996.180/a2547eb7ly8fe2dydc4o5j20ro0roq4s.jpg
03-23 05:47,2723446455,xinyu66666,0,说个题外话，不知道是真假，但是说这话的人人品我很相信，说他哥们是中铁建设集团下工程师（大概这样，具体哪个记不清了），有次喝醉酒给他哭，说压力太大，国家工程全部是豆腐渣，他良心过不去，想捅出去，但是不敢，因为有专门人监视他们这些人，他有同事就因为不配合，被当成意外给处理掉了。。,https://tvax2.sinaimg.cn/crop.0.0.996.996.180/a2547eb7ly8fe2dydc4o5j20ro0roq4s.jpg
03-23 05:42,2723446455,xinyu66666,0,回复<a href='https://m.weibo.cn/n/DarWwwsk'>@DarWwwsk</a>:但是法人一般就是用来背锅的呀,https://tvax2.sinaimg.cn/crop.0.0.996.996.180/a2547eb7ly8fe2dydc4o5j20ro0roq4s.jpg
03-23 05:05,3851594101,雨水101,0,道歉有用的话要法律干什么？,https://tva3.sinaimg.cn/crop.0.0.180.180.180/e592a975jw8e9lqjvx75fj20500500so.jpg
03-23 04:02,6105791479,噗噗葡萄儿liner,0,替罪羊,https://tva1.sinaimg.cn/crop.0.0.1242.1242.180/006FdhhJjw8fbkpi4ziejj30yi0yidie.jpg
03-23 02:27,1793103911,LLLLLLL瑞,0,不指是西安人们，外地人也坐。这锅背的,https://tva2.sinaimg.cn/crop.0.0.996.996.180/6ae09827jw8fbm3wr51ikj20ro0rojtn.jpg
