编号,标题,接收信箱,询问日期,回复日期,询问内容,回复内容,情感值
29549,名字差别,深圳市民政局,2008.11.27,2008.12.02,"您好,我是张为舟,身份证号是420103198104190814,深圳南山区户口,我老婆是印尼籍华侨,前天到南山区民政局登记结婚.但由于我老婆提供的单身证明与她护照的名字有一个字母的差别,而在印尼已经证实这是同一个人.可南山区民政局不予登记注册.我让印尼驻华使馆开了证明材料此为同一个人,但区民政局还是拒绝了.可能他们不知道,在国外,名字多一个字母,少一个字母并不是决定因素,重点在于政府证明此为同一个人即可.而且经过多方咨询,无论是换她的护照,还是再开一个单身证明都是不可能的事.另外,通过印尼驻华使馆告知,他们已经操作过多次类似的案例,其民政局都是给予办理的,为什么南山区民政局就不行. 在这里请求市民政局领导给予帮助,非常感谢.
","你好，你可要求使馆重新出具单身证明，姓名要与护照相符。具体可咨询电话：25832981
",2.191358206005134e-12
25575,结婚注册登记问题,深圳市民政局,2013.07.10,2013.08.12,"您好，由于我是公司集体户口，现在本人手上只有单卡页，得知结婚需要户口本的首页复印件+公司公章，但由于公司领导在外，三个月内都无法回来，我手上有一张户口本首页+人事部公章的，但写了是办理户照用的，请问可以用来代替吗？另外，户籍证明听说也可以代替，但公安部门不给开这类证明，那我还有什么办法呢？你们能不能就我单卡就可以办理结婚登记啊？哎。。麻烦了
","? 您好，您反映的问题，根据《信访条例》相关规定，已转社会福利和社会事务处研处，查询电话25832730. 福利处回函：已答复。
",1.5437318090505414e-10
26588,你好，咨询关于结婚证号码更正问题,深圳市民政局,2011.11.02,2011.11.02,"我于05年领取结婚证，因为当时刚从部队专业，还没有办理户口本，就用陕西老家的户口本在湖北登记结婚，但后来发现老家的户口本上的身份证号码和我现在所用的并不一致，后来我将老家的身份信息注销； 08年办理深圳户口的时候陕西老家的公安局给我出了份证明，证明原信息注销，用现在的身份证号码，现在因为其他的一些事情需要用到结婚证，就出现了结婚证上的身份证信息和我实际使用的身份证信息不一致的问题，请问现在是否可以更正结婚证上的身份证信息，如果可以，需要哪些资料？
","??? 可以向原办理该婚姻登记的机关或者一方常住户口所在地的婚姻登记机关申请补领结婚证。如在深圳办理需要原登记机关出具结婚登记记录证明。 ? ??? 深圳户籍补办婚姻登记证材料： 1.本人户口簿和身份证（原件及原印件）；2.原婚姻登记机关出具的婚姻登记记录证明；3.补领结婚证当事人提交3张大2寸双方近期半身免冠合影照片(彩色、黑白均可)；4.补领离婚证当事人提交2张2寸单人近期半身免冠照片（彩色、黑白均可）。当事人因故不能到原办理婚姻登记的机关申请补领婚姻登记证的，可以委托他人办理。委托人需提交经公证机关公证的委托书。婚姻登记档案遗失的，当事人应当提交能够证明其婚姻状况的证明。户口本上夫妻关系的记载，单位、村（居）民委员会或者近亲属出具的写明申请人婚姻状况的证明可以作为申请人婚姻状况证明使用。 ? 网址：http://www.szmz.sz.gov.cn/xxgk/ywxx/hydj/bszn/qt/201107/t20110716_1693397.htm ? 咨询电话：12349.
",1.6219869891642702e-10
28507,忘了预约号,深圳市民政局,2009.05.21,2009.05.21,"? 你好！本人(身份证号513031196801052244)于2009年5月20日下午在网上申请预约结婚；预约日期是2009年6月10日(星期三)上午。但现在我不见了预约号，请问怎様才可知道预约号呢？还有，我完成网上申请后，电话一直没有收过有関讯息。谢谢
","你好，具体请致电区民政局咨询， ? ? ●?罗湖区电话 : 25608603????网址：http://lh.sz1314.org/ ? ●?福田区电话 : 82928049????网址：http://ft.sz1314.org/?●?南山区电话 : 26665618??? 网址：http://ns.sz1314.org/?? ?●?宝安区电话 : 27788794????网址：http://ba.sz1314.org/?? ?●?龙岗区电话 : 28948033????网址：http://lg.sz1314.org/?●?盐田区电话 : 25360555)???
",1.6608470154722e-10
32898,什么是人民的利益？政府做事是不是应该以人民的利益为重？,深圳市民政局,2007.09.25,2007.09.26,"垃圾中转站`````是我在盛世鹏程小区听到的最多的大众语言，也是听到的人们最无赖的言语```` 都知道我们的煊赫个小区是一个花园式的，人口密集的居民聚集地。也许你们知道这里的地理格局，知道这里的人口分布```我就不说了 但在这里修建垃圾站合适吗？ 你们应该听见了群众的声音了`````你从那声音中听出了你们将要做的事是以群众的利益为中的吗 ？ 在新闻中总是听见 诸如：全心全意为人民服务，一切当以群众的利益为重，群众的事无小事`````` 嘿嘿`````对不起我不能说得太多了，我知道我的性格比较偏激，做为年轻人想我这样是不好的 我也怕说地太多我就抑制不住自己的感情了 但是我知道你们回复的几率基本上为0但我还是要将我的象话告诉你们 垃圾站不要在我们的小曲建 你们规划的地那里是我们小区的风口 一天24个小时的风向我们这里刮 对了手机号是乱填的
		","不属我局管理范围，请向城管局反映。
		
		",6.626204029913652e-10
20083,结婚证办理-本人无配偶的证明,深圳市民政局,2015.05.25,2015.05.27,"在“结婚登记提交的证件：1、本人常住户口簿、居民身份证（一代二代均可）。 2、本人无配偶。 3、当事人提交3张2寸近期半身免冠彩色合影照片（可当场拍照）”，中，第二个 “本人无配偶”，这个怎么证明啊？是不是要到户口所在地开具 “单身证明”啊？
		","您好！深圳市民政局社会福利和社会事务处负责指导各区婚姻登记机关依法办理婚姻登记工作。如想详细了解有关婚姻登記、单身证明等具体事项，请登录深圳市民政局“深圳民政在线”（http://www.szmz.sz.gov.cn/） 查询；或致电民政公益服务热线12349咨询或查询全市各区民政局婚姻登记处电话。
		
		",6.749247827286808e-10
26859,深圳市福彩投注站申请,深圳市民政局,2011.05.25,2011.05.25,"本人想申请福彩投注站，请问现在能申请吗？ 根据网上申请办理程序，可以登录深圳福彩投注站申请网，进入深圳市福彩投注站申请系统，填写申请信息，请问这个系统具体在网上什么地方？网内搜索怎么搜索不出来？
","?? ? ??? 网上申请网址：http://www.szlottery.org/station/process ? ? ??? 咨询电话：82475433
",7.168809990076852e-10
32818,涉外，如何办理结婚证？,深圳市民政局,2007.10.15,2007.10.17,"尊敬的民政局：我想咨询一下，如下情况，我们将如何办理结婚证，谢谢。1、女方为中国公民（广东省内，非深圳市户口，户口所在地属广东省另外一个城市）。2、男方为加拿大公民（加拿大国籍，现也居住于加拿大）。3、以上情况，我们可以在深圳办理登记结婚吗？如果可以办理，可不可以在龙岗区民政局直接登记，龙岗区民政局电话和地址是多少？谢谢，请答复。
		","不可以在深圳办理，请到您的户口所在地办理结婚手续。可拨打：25608603查询相关资料。
		
		",1.5853813817301443e-09
19809,婚姻状况证明,深圳市民政局,2015.06.10,2015.06.10,"因在四川眉山市购买房产，当地要求未婚证明时间需从法定结婚年龄开始开具，福田区民政局开具的“无婚姻登记记录证明”起始时间为1998年10月13日（福田区民政局成立时间）。本人迁入深圳时间为1988年3月9日，法定结婚年龄为1990年7月25日，1990年7月25日至1998年10月13日期间无婚姻登记证明在何处开具。华富街道办答复为婚姻登记资料已全部上缴，无法查询。
		","您好，您来信咨询的问题，根据《信访条例》相关规定，已经转由福利处研处，请您耐心等待回复，咨询电话：25832730
		
		",1.813419858720522e-09
33825,结婚登记,深圳市民政局,2006.11.24,2006.12.08,"本人是内地户口，户口簿上除门牌号码不一致外，其它项目均一样。男友身份证上地址是福田区，户口簿上地址于近期内更改为房产所在地南山区，请问如果要办理结婚登记手续的话，凭现有的资料可否办理，如果不能，需如何做？
		","可在南山区民政局婚姻登记处办理结婚登记手续，带上双方身份证、户口本（原件、复印件）3张大两寸合照。
		
		",2.395819764799967e-09
32903,无户籍证明和户口本怎么办理结婚?,深圳市民政局,2007.09.24,2007.09.25,"请问：我是深圳户口，男友毕业后户口调到佛山日丰公司集体户口上。最近因为想办理结婚登记和佛山日丰公司协商要求对方提供男友户口卡以便办理。但是对方不同意，答复必须把户口迁出才给户口卡；我们又和其公司所在派出所要求对方开具户籍证明，对方也拒绝了。请问我该怎么办才能在深圳这边办理结婚登记手续？
		","必须带上双方的户口本和身份证（原件、复印件）到双方任意一方的户口所在地的区民政局办理结婚登记，如不能出示户口本，可到派出所出具户籍证明代替户口本。
		
		",2.8928039963460606e-09
32596,结婚登记,深圳市民政局,2007.11.28,2007.11.29,"你好： 我和男友今年年底想在深圳办理结婚登记，我是深圳户口（集体户口），男友是外地户口，身份证因时间的关系，没来得及回家办理第二代身份证，手上现有的是旧身份证。请问，可不可以用旧的身份证办理结婚登记手述呢？
		","旧身份证如没过期，可以用旧的身份证办理结婚登记手续。
		
		",2.9761997311084087e-09
33178,有关重婚问题!想问一下有网上查询婚姻记的没有?,深圳市民政局,2007.07.26,2007.07.27,"听说现在婚姻登记是全国联网的,只要有他(香港人)身份证号就可以查询,不知道出了没有?(因为他们结婚的年代办不办理登记都是一样的,所以他们就没有办理(现在补办也是可以的,已问过了)但听说他已跟其她人办理了结婚登记,现在想用他的身份证查询他有没有重婚可以吗?(以前问过一定要有结婚证才能查)
		","目前婚姻登记没有全国联网，只有公检法部门才能到民政部门查询婚姻登记情况，如果是本人需要查询自己的婚姻状况，请带上自己的身份证和户口簿到登记机关查询。目前私人不允许查询别人的婚姻状况。如有问题可拨打我局婚姻登记管理处电话咨询：25832981。
		
		",7.074328900458227e-09
30206,非本地居民能否在深圳办理结婚证?,深圳市民政局,2008.08.18,2008.08.18,"您好!我是外地居民,我男友是深圳户口的,请问?这样还能否在深圳办理结婚证,如果可以,是不是双方只带上身份证和户口本就行了?还有准生证,是不是也在贵局办理,还是要回原户口居在地办理?贵局工作时间是怎么样的?麻烦请为我解答,谢谢!
		","您好，可以在深圳办理结婚登记，带双方的身份证和户口本（原件及复印件）到户口所在地的区民政局办理。可到深圳市民政局网站或者电话进行预约，网址：www.szmz.sz.gov.cn。电话：25832411。准生证在计划生育局办理，请向计划生育局咨询。
		
		",7.128261536593072e-09
27935,深圳集体户口是否可以在深圳结婚登记,深圳市民政局,2009.08.19,2009.08.19,"您好，咨询一下 我是深圳集体户口，至今挂靠在工作单位，老公是山西临汾户口，如今要结婚。是否可以在深圳办理结婚登记。如果在深圳可以登记的话，需要哪些证件。 ? 如果回临汾登记，是否可以凭我自己的集体户口卡原件和集体户口首页的盖公章复印件办理。单位的户口本我是借不出去了，户籍证明是可以办理的。但是我咨询了深圳户管处，说不给集体户口出具户籍证明，为什么不能出户籍证明呢？ ? ? ? 期望答复，谢谢
","男女双方的户口本、身份证和3张大2寸的合照（黑白、彩色都可以）。 属于集体户口的，可凭集体户口簿内本人的户口卡片（需加盖户口专用章）；未加盖户口专用章的，需提供首页原件，或首页复印件（需要加盖单位公章）。 ? 婚姻咨询电话：25832981 ? 更多信息请浏览以下网页 ? http://www.szmz.sz.gov.cn/hydj.asp?bianhao=8743
",1.2033202545502775e-08
26941,外地人在深圳登记,深圳市民政局,2011.03.24,2011.03.24,"您好！ ??? 本人跟男朋友系外地户口，在深圳长期居住，想于今年在深圳办理登记结婚，我男朋友户口为外地集体户口，没有办理二代身份证，没有户口本。 ????本人有户口本但在外地父母家里。 ????想要办理登记需要带什么证明？凭身份证可以直接办理吗？ ????我男朋友有深圳暂住证。 ? 期待您的答复，谢谢！
","??? 你好，不可以。《婚姻登记条例》规定：男女双方必须共同到一方的常住户口所在地的婚姻登记机关办理结婚登记。 ? ? ?? 办理婚姻登记需要的材料：女双方的户口本、身份证和3张大2寸的合照（黑白、彩色都可以）。 属于集体户口的，可凭集体户口簿内本人的户口卡片（需加盖户口专用章）；未加盖户口专用章的，需提供首页原件，或首页复印件（需要加盖单位公章）。 ? ? http://www.szmz.sz.gov.cn/hydj.asp?bianhao=8743 ? 民政咨询热线：12349 
",1.2426140894028492e-08
31799,办理结婚疑问？,深圳市民政局,2008.02.27,2008.02.28,"你好！我的未婚妻的户口和身份证的住址有一点不同（户口本是：重庆市北碚区大地村十社84号附1号，而身份证是：重庆市北碚区水土镇大地村十社84号附1号）。请问这样可以办理结婚登记吗？谢谢！
		","不可以。《婚姻登记条例》规定：男女双方必须共同到一方的常住户口所在地的婚姻登记机关办理结婚登记。
		
		",1.3458734127169691e-08
26066,结婚登记材料,深圳市民政局,2012.09.06,2012.09.18,"我刚刚把户口迁来深圳，现在需要办理结婚登记，但是我的新身份证还要40天后才能领取，请问我是否可以使用原身份证（身份证居住地为黑龙江省哈尔滨市）和新发的户口（户口所在地为深圳）进行结婚登记
","你好，? 根据《婚姻登记条例》第五条 办理结婚登记的内地居民应当出具下列证件和证明材料：（一）本人的户口簿、身份证；? 　　（二）本人无配偶以及与对方当事人没有直系血亲和三代以内旁系血亲关系的签字声明。 如市民的身份证还在办理，请待身份证办理完成后再到婚姻登记机关办理结婚登记。
",1.4745261678328347e-08
33524,同是外地户口,深圳市民政局,2007.03.15,2007.03.22,"我们双方都是内地户口（江苏）（四川），现在要办理结婚证，咨询老家民政部门，答复是可以在全国任意地方办理。但咨询　深圳这边却说不可以，烦请　回复相关事谊。谢谢！！！
		","根据《婚姻登记条例》第二章第四条，“内地居民结婚，男女双方应当共同到一方当事人常住户口所在地的婚姻登记机关办理结婚登记。”如双方都不是深圳户口的，是不能在深圳办理结婚登记的。
		
		",1.8860628725470008e-08
32520,婚姻登记,深圳市民政局,2007.12.04,2007.12.06,"男方为一代身份证且未升位，新户口本登记的身份证号为正常升位后的号码，请问可以用未升位的老身份证加新户口本去登记吗？还是要等到新的升位后的身份证才可以办理呢？
		","您好，如旧身份证未过期，可以用旧的身份证进行登记。
		
		",1.8920275901557204e-08
21377,离异双方再婚时结婚证办理需要的资料  望解答  谢谢！,深圳市民政局,2015.03.06,2015.03.10,"你好， 我和我男朋友都是离异，他是深户，我是外地户口，最近想在他户口所在地罗湖办理结婚手续，请问，需要提供哪些资料呢？ 另，我个人身份证上的地址和户口本上的地址有细小差异（两个地址在同一个镇，但是具体到街道门牌是不一样），其他的信息如姓名，出生年月，身份证号码都是一样，请问可以领到结婚证么？ 盼解答，谢谢！
		","您好，您来信咨询的问题，根据《信访条例》相关规定，已经转由福利处研处，请您耐心等待回复，咨询电话：25832730
		
		",2.0212966855837067e-08
27315,关于结婚登记的两个问题,深圳市民政局,2010.07.28,2010.07.29,"一、本人户口在罗湖，未婚妻户口在福田，请问须到哪个区的办理窗口办理婚姻登记？ 二、2010年10月10日是星期日，法定假日。请问当天可以办理登记吗？如可以能否进行预约？如何预约？ ? 婚姻大事，请高度重视。 谢谢。
","你好，到任何一方的户口所在地登记都可以，具体请咨询各区民政局。福田区咨询电话：82928049；罗湖区咨询电话：25608873。
",2.0410744427934446e-08
21045,寻失踪湖南男孩李文才,深圳市民政局,2015.03.30,2015.04.01,"尊敬的民政局各位领导 我是一位来自湖南省长沙的打工者，我弟弟李文才于2007年7月来深圳龙华打工时失踪至今无音信，当时最后联系地址在坂田路段，有在松元派出所备案，具体信息：李文才，男，湖南省长沙市宁乡县人，今年27岁，身高170，单眼皮，体型瘦小，有精神分裂症病史，请民政部门确认有无在相关救助机构接收息，如有消息请及时反馈，谢谢
		","您好：您咨询的问题，不属我局业务，建议向相关公安部门咨询。如您对民政工作仍有疑问，可随时拨打民政公益服务热线12349（24小时人工接听）进行咨询
		
		",2.1857414544967924e-08
26431,深圳户籍，但拿的是老家临时身份证，能不能办理结婚登记,深圳市民政局,2012.01.17,2012.01.30,"您好！我是刚落的深圳户籍，但拿的是老家湖北的临时身份证，能不能用这个临时身份证办理结婚登记？（因老家的身份证还需要两个月才能拿到，所以也无法在深圳办身份证）
","已电话与当事人沟通，并告知龙岗区婚姻登记处联系方式。 龙岗区婚姻登记处联系电话：28948173。 深圳民政公益服务热线：12349。
",2.2279073030873064e-08
28575,是否要换结婚证？,深圳市民政局,2009.05.14,2009.05.14,"负责人： ?????? 您好！ ??? 我是2005年领得结婚证，当时是用第一代身份证注册的。今年我办了第二代身份证，但第二代身份证号与第一代身份证号不同，请问我相更换结婚证吗？要准备什么证明？以及办理的相关手续怎样呢？请回复，谢谢！
","你好，不需要更换结婚证。 ? 婚姻咨询电话：25832981
",2.2881008976405326e-08
33833,办理结婚证,深圳市民政局,2006.11.24,2006.12.08,"请问：我现在身份证遗失已登报申明及办理补办手续，但经咨询补办新身份证要两个半月时间，我想在这之前办理结婚证是否可由户籍部门开具证明代替使用身份证，办理结婚登记。
		","户籍证明不能代替身份证，可用临时身份证办理结婚登记。
		
		",2.488365025143935e-08
8718,老年乘车证进度办理咨询,深圳市民政局,2016.08.29,2016.08.29,"在网上了解到现在满65岁老人可以办理老年乘车证，并且是每月办理一次，月次5号前提交资料，在月末可以领取到。可是办理起来却并不是网是规定的那么顺利。本人今年7月4日在所辖社区递交了办证资料，询问了几次，都说还没有办下来，问罗湖老龄办，说已经寄出了，可时过5天之久去询问社区，回复依然是还没有收到。不知卡在什么地方，难道办理周期延长到季度办理？
		","您好，您来信咨询的问题，根据《信访条例》相关规定，已经转由老龄办研处，请您耐心等待回复，咨询电话：25832629
		
		",2.6054209456560784e-08
23598,异地安置,深圳市民政局,2014.09.12,2014.09.17,"您好，我是今年年底退役的士官，湖南入伍，服役期间母亲户籍迁入深圳龙岗区，父亲入伍前去世，现在想随母亲异地安置深圳，请问需要走什么程序和提供什么资料。按照民政部发布的2013年退役士兵安置政策问答第20条规定，程序上需要本人申请，部队审核，省级主管安置部门批准，提供资料父母身份证、户口本。工作单位证明（无工作单位居委会证明）。深圳是不是也是这样规定的，还要不要向深圳的民政主管部门申请和备案。谢谢。
		","您好，您来信咨询的问题，根据《信访条例》相关规定，已经转由安置处研处，请您耐心等待回复，咨询电话：25832504
",3.8991258888287916e-08
32154,深圳市居民与国内非本地居民结婚登记,深圳市民政局,2008.01.08,2008.01.09,"你好,我想咨询下关于""深圳市居民与国内非本地居民结婚登记""的问题。我男友是深圳户籍的，在福田区。而我是广东省非常深圳户籍，我住在宝安区。如果我们想办理结婚登记，请问我们该去哪里办理？需要些什么东西？麻烦解答下，谢谢！
		","你好，如果想在深圳登记结婚，请到男方户口所在地的福田区民政局办理，带双方的户口本和身份证。
		
		",6.142589947799593e-08
26185,再婚户口问题,深圳市民政局,2012.06.13,2012.06.15,"??? 本人是外地城市户口，于几年前离婚，有离婚证，但户口是集体户口，户口卡一直未作更改。 ??? 近期准备在深圳结婚，女方为深圳户口。请问我这种情况是否一定要更改原户口卡上的“已婚”？要更改很麻烦，我得回原籍派出所去改。
","??? 您好。根据《民政部关于贯彻执行<婚姻登记条例>若干问题的意见》（民函[2004]76号　2004年3月29日）第三条： ??? 三、关于身份证、户口簿查验问题　　当事人所持户口簿与身份证上的“姓名”、“性别”、“出生日期”内容不一致的，婚姻登记机关应告知当事人先到户籍所在地的公安部门履行相关项目变更和必要的证簿换领手续后再办理婚姻登记。　　当事人声明的婚姻状况与户口簿“婚姻状况”内容不一致的，婚姻登记机关对当事人婚姻状况的审查主要依据其本人书面声明。 ??? 如有疑问请咨询户籍所在区民政局婚姻登记机关。 ??? 深圳各区民政局婚姻登记地址一览表：http://www.szmz.sz.gov.cn/xxgk/ywxx/hydj/bmxx/200903/t20090327_1703721.htm
",8.037772936120291e-08
30266,关于婚姻登记问题,深圳市民政局,2008.08.09,2008.08.12,"您好： 本人系深圳市集体户口，属深圳市公安局宝安分局油松派出所管辖，但已经离开以前的公司，现在深圳另一家公司工作，还未缴纳违约金，现本人想进行结婚登记，请问派出所是否能够给我开具相关证明。（如果是集体户口的，需持集体户口簿首页的复印件及本人户口的单页原件） 望尽快能得到您的答复，谢谢！
		","您好，如果您不能提供户口簿进行结婚登记的话，可以到派出所出具户籍证明代替户口簿，户籍证明的办理请咨询请咨询派出所。谢谢。
		
		",9.86682719972265e-08
27118,哪里可以接收捐助的旧衣物？,深圳市民政局,2010.12.02,2010.12.02,"查了贵网站的《社会捐助接收点地址》打电话过去问，都说是不收旧衣物，只收新的。哪怕是我自己已经仔细洗干净、消了毒的衣物也不收。请问深圳还有地方收的吗？
","??? 你好，按照目前物品接收相关规定，我局下属单位社会捐助接收管理服务中心只能接收8成新以上衣物，其他物品接收机构没有在我局注册登记相关内容，敬请谅解！ ? ? 深圳市社会捐助接收管理服务中心：25831639 25831640 民政业务咨询电话：12349 ?
",1.0465665167824767e-07
25609,关于结婚证变更,深圳市民政局,2013.06.18,2013.07.26,"您好，我现在的户口是福田常住，三年前，我的户口在武汉（集体）和我先生（他的户口是北京集体），在武汉领了结婚证，后来去江苏工作，在那里得知我的身份证为重证号，因此改了一个新号，后来调干到了深圳，现在我想将变更结婚证的身份证号，请问我该在哪里变更，需要什么手续，是否需要我先生的户口，谢谢
		","常女士，您所咨询的问题，根据《信访条例》的规定，已转由社会福利处研处，请耐心等待回复，咨询电话:25832730
",1.0836992547780255e-07
