编号,标题,接收信箱,询问日期,回复日期,询问内容,回复内容,情感值
25759,下属企业联系方式不通及财务报表的审查,深圳市人民政府国有资产监督管理委员会,2013.05.27,2013.06.13,"一：通产集团属于国有下属企业，企业网站却找不到像你这样的联系方式等。二：国有下属企业的财报审查是如何做到真实有效和公开监管？
		","??? 您好，感谢您对我委工作的关心和监督，现将有关咨询答复如下：??? 一：通产集团的联系电话为：0755-82912909。??? 二、国有下属企业的财务报告每年接受各方的审计监督，包括：一是每年组织对下属企业的年度审计；二是国有企业实行财务总监委派制，加强对下属企业的财务监督；三是国有上市公司同时接受公众的监督，按照证监会的要求，严格执行上市公司信息披露相关规定和要求。
",0.14771724029332167
16541,档案问题,深圳市人民政府国有资产监督管理委员会,2015.10.16,2015.10.20,"我97年把档案放在深圳市边城企业发展有限公司，是一家国营公司。2008年发现这个单位不存在了。咨询该单位现在情况，或改制时人员档案移交到哪了
		","您好，我委作为深圳市政府直属特设机构，主要职责是对深圳市所属国有企业进行监督管理。对您反映的问题，我委工作人员已与你电话联系，因你无法提供边城企业公司更多信息，无法确定该公司是否属深圳市属国有企业。建议你进一步核实查询该公司有关信息，再根据情况向有关主管部门反映。感谢您对我委工作的理解和支持。
		
		",0.17958595155897883
23890,国有企业受让私人企业股份,深圳市人民政府国有资产监督管理委员会,2014.08.11,2014.08.11,"国有企业受让私人企业51%的股份，股权转让后是否属于国有企业？
		","你好，请参考我委网站产权管理业务常见问题问答“国有企业的定义是什么？如何确定一家企业的国有性质？”。
",0.21822033841069954
20170,深圳市福田投资管理公司,深圳市人民政府国有资产监督管理委员会,2015.05.20,2015.05.21,"请问，深圳市福田投资管理公司如何改制的？
		","您好，您咨询的企业不属于我委监管企业范围，建议您向该企业股东了解情况。
		
		",0.22795906266783805
18693,深赛格（000058）公司对股票价格大跌60%以上视而不见,深圳市人民政府国有资产监督管理委员会,2015.07.16,2015.07.24,"上市公司对近期股票价格大幅非理性下跌视而不见，没有采取相应措施，而是用喊口号的方式！
		","尊敬的鲁先生： 您好！ 近期，为维护资本市场稳定，促进资本市场健康发展，深圳市国资委于7月9日出台了关于维护股票市场稳定发展，切实提高上市公司质量的若干措施，要求所出资企业要勇于承担社会责任，做负责任的股东，在股价异常波动时期，各直管企业不减持所属控股上市公司股票；对股价严重偏离其合理价值的市属国有控股上市公司股票，择机予以增持。作为深赛格公司的第一大股东，赛格集团于2015年7月9日作出公开承诺，自公告发布之日起的未来十二个月内不减持其持有的深赛格公司股票。深赛格公司的董事、监事和高级管理人员于2015年7月9日公开承诺，将严格遵守有关法律法规、规则制度的规定，在规定期限内不减持其所持有的本公司股份，并计划在公司股票复牌后6个月内，以自有资金分别从二级市场购入或增持公司股票。同时，深赛格公司董事会倡议，公司全体员工应积极响应政府号召，择机买入或增持公司股票，全体员工团结一心，共同维护公司利益，为维护资本市场稳定做出贡献。市国资委继续支持市属国有控股上市公司深化改革，加快转型升级，提高上市公司质量，不断提升经营管理水平和盈利能力，建立健全投资者回报长效机制，不断提高投资者回报水平。最后，再次感谢您对深圳市属国有控股上市公司的关注和支持。
		
		",0.4533444969616255
25629,请问深圳市国资委有管理培训中心吗,深圳市人民政府国有资产监督管理委员会,2013.07.04,2013.07.23,"办学单位：深圳市国资委管理培训中心办理地点：深圳职业信息学院老校区，有国家承认的大专文凭保障。 请问有这么回事吗？
		","您好，深圳市国资管理培训中心在2006年转制为国有企业，现隶属于深圳市深投教育有限公司。由于深圳市国资管理培训中心工作人员的疏忽，误将“深圳市国资管理培训中心”写成“深圳市国资委管理培训中心”，由此给您带来的不便，敬请谅解。现已要求深圳市深投教育有限公司加强对外发布信息的管理工作，控制关键环节，加强审核力度，避免同类问题再次发生。感谢您对我委工作的理解与支持。
",0.4996295165267479
18250,全民公司改制流程,深圳市人民政府国有资产监督管理委员会,2015.08.11,2015.08.12,"深圳市华光电子有限公司，1990年成立，股东是潍坊上市公司，1990年公司名义买了两套房产，1995年公司名称变更，需要怎么处理，，，，急
		","您好，建议您向市规划国土委等部门咨询，谢谢。
		
		",0.5184010919449509
7958,82408888（人事档案服务中心）电话根本打不通,深圳市人民政府国有资产监督管理委员会,2016.09.07,2016.09.22,"居然发现2016.04.21已经有同样的投诉内容了！貌似没有任何改进！我就想知道：我公司新招收的毕业生档案被学校寄到了深圳人社局（现转到了人事档案服务中心），如何才能转到我公司。谢谢！
		","你好，有关你的投诉事项，据人才服务中心反馈，客服已与你电话联系沟通，并就相关情况作了详细指引。感谢你对我委工作的理解和支持。
		
		",0.5334802450813998
6993,国有企业员工档案查询调取,深圳市人民政府国有资产监督管理委员会,2016.10.11,2016.10.28,"律师查询调取国有企业员工的开除离职档案，需要什么手续
		","你好，有关此类问题，建议你直接向该企业咨询详情。谢谢。
		
		",0.5780961858639881
18578,关于全民所有制非公司企业法人改制为有限公司如何审批的咨询,深圳市人民政府国有资产监督管理委员会,2015.07.28,2015.07.29,"您好： 请问贵委： 全民所有制非公司企业法人改制为有限公司的过程中，我市是依据哪个规定或文件进行审批的？是参照国有企业改制的审批流程吗？全民所有制企业是否就是国有企业？我查了相关法律法规，都没有全民所有制企业改制的如何进行的规定。 烦请给于解答，谢谢！
		","您好，有关非公司企业改制问题建议您向市场监管委或您企业主管部门咨询，国有企业定义可参阅我委网站产权管理常见问题问答，谢谢。
		
		",0.7616310767031286
23878,查询一篇法规,深圳市人民政府国有资产监督管理委员会,2014.07.29,2014.08.12,"在法制专栏中有一篇《深圳市国资委关于2013年度依法行政（法治政府建设）工作情况的报告》的“（八）1. ”中提到“2012年修订出台《深圳市属国有企业投资管理暂行规定》”。 请问，《深圳市属国有企业投资管理暂行规定》2012年根据什么文件被修订了，修改后的文件在本网站上也查不到。
		","您好，您要求我委提供2012年修订出台的《深圳市属国有企业投资管理暂行规定》，经了解，该制度属于依申请公开的信息，请您按照依申请公开的程序提交申请。谢谢！感谢您的理解和支持。
		
		",0.8375483237284004
20469,关于国企改革的咨询,深圳市人民政府国有资产监督管理委员会,2015.04.24,2015.05.06,"深圳国资委：你好！今年中央的一个重要工作是央企，国企改革，那深圳作为国家改革开放的前沿阵地，今年什么时候整合国资委旗下的众多国企？是否会涉及到房地产行业？如果今年推行深圳房地产行业的国企资源整合，对深圳的房价会产生什么样的影响？盼回复！谢谢！
		","罗凯先生，您好！ 十八届三中全会以来，深圳市国资委全面贯彻落实中央和省市精神，坚持“三化一平台”改革主攻方向和“深圳质量”、“深圳标准”发展理念，全面深化国资国企改革，推动国有资本向以基础设施公用事业为主体、金融准金融等高端服务业和战略性新兴产业为两翼的特色产业体系聚集，取得了良好成效。下一步，市属国资国企将围绕“一体两翼”战略，有进有退，优化存量，培育增量。 感谢您对市属国资国企改革的关注，以及对我委工作的支持。
		
		",0.8408778826119949
4385,律所入库要求,深圳市人民政府国有资产监督管理委员会,2017.01.22,2017.01.25,"请问深圳市的律所或律师，要进入贵委的律师库，需要哪些条件？具体程序是什么？谢谢。
		","




你好，有关你的咨询事项，据了解，我委已建立法律服务类项目中介机构备选库，备选库会根据我委业务需求和行业情况进行定期更新。相关更新信息，敬请留意我委网站。感谢你对我委工作的关注！
",0.8517499583769492
25371,询问深圳市人才交流服务中心毕业生报到证问题,深圳市人民政府国有资产监督管理委员会,2013.09.16,2013.09.30,"我是中山大学2011年硕士毕业生，毕业后到深圳市人才交流服务中心（罗湖那个）报到，原单位不能存放档案。12年7月我考取家乡山东淄博事业单位，然后凭提档函已将档案寄到淄博当地人才服务中心，但是转寄档案时候，工作人员说报到证作为存档材料，不能放入档案，到现在，报到证一直在深圳人才交流服务中心。而家乡这边单位，要求必须有报到证原件，还有，户口迁移时候也必须提供原件。我打深圳人才那边电话，075582122361，从来没有打通联系上过。我现在急需要报到证原件，如何取回？需要我准备什么资料，可以找人代取吗？本人现在不方便过去深圳。请尽快帮我找到解决办法，18353374566，谢谢您！
		","根据深圳市人力资源和社会保障局人才引进政策相关规定，毕业生在深圳市办理毕业生接收手续，其《报到证》由市人力资源局作为长期保管材料由人才交流服务中心人事代理部代为保管。人才交流服务中心已与您电话联系，可为您提供加盖“与原件相符”章和“档案管理专用章”。针对咨询电话难打通问题，已要求人才交流服务中心进一步增强服务意识，完善业务流程，做好人事代理服务工作。人才交流服务中心也已针对该问题采取成立客服中心、安装呼叫系统、增加回弹短信提示功能等多种措施，为咨询办事人员提供更好的服务指引。感谢您对我委工作的理解与支持。”
",0.8540756444160308
23805,关于深圳市属企业国有产权变动监管规定的咨询,深圳市人民政府国有资产监督管理委员会,2014.08.12,2014.08.21,"深圳市属企业国有产权变动监管规定中第二条对国有产权进行了定义。请问“国家对企业以各种形式的出资所形成的权益”这个权益包括资产投资所形成的权益吗？还是指股权呢？
		","您好，您有关产权涵义的问题，主要是想了解产权变动监管规定的具体适用对象。根据我委产权变动监管规定的配套文件《深圳市属企业国有产权变动工作指引》，具体的产权形态包括：各直接出资企业及其所属控股企业持有的股权、固定资产、债权、知识产权、合同权益，市属控股企业通过转让或无偿划转方式进行处置上述产权的，应当按照国有产权变动监管规定的执行。感谢您对我委工作的关注和支持。
		
		",0.8884915098597677
1453,是否国企或含有国有资产,深圳市人民政府国有资产监督管理委员会,2017.03.25,2017.04.05,"1、深圳市城市建设投资发展有限公司(股东为深圳市城市建设投资发展有限公司工会委员会)是否国企？ 2、其资产含不含有国有资产？ 3、如果有国有资产，其转让是否需国资委审批才有效？
		","你好，我委主要负责深圳市属国有企业的监督管理工作。关于你咨询的深圳市城市建设投资发展有限公司，不属我委监管企业范畴。谢谢！
",0.9470049141747262
20176,深圳与轨道交通接驳的公交场站,深圳市人民政府国有资产监督管理委员会,2015.05.20,2015.05.21,"1、深圳与轨道交通接驳的公交场站开发建设模式是什么样的？是由政府开发与管理吗？还是交给开发商开发，然后再交给公交集团管理？ 2、深圳公交首末站的实施机制是否也适用于与轨道交通接驳的公交场站？如果不适用，那么与轨道交通接驳的公交场站的实施机制是怎么样的？
		","您好，有关轨道交通与公交场站接驳方面的问题建议您向市轨道办或市交委咨询。
		
		",0.9634297892785135
20816,国资上市公司对外投资收购民企是否需要评估且备案？,深圳市人民政府国有资产监督管理委员会,2015.04.16,2015.04.16,"该国资上市公司为招商局集团控股子公司的控股子公司，拟收购民企，该对外投资事项是否需要对拟收购公司进行资产评估，并报母公司（上溯到哪一级）或国资委（哪一级国资委）备案？
		","您好，招商局集团为国务院国资委管理的央企，建议您向招商局集团或国务院国资委咨询。
		
		",0.9649206234200961
26301,关于深圳市国有企业改革改制基本流程及相关审批流程,深圳市人民政府国有资产监督管理委员会,2012.03.26,2012.04.06,"想了解深圳市国有企业改革改制工作流程及相关审批流程（具体步骤），哪里可供下载文件？谢谢
","<国有企业改制>国有企业改制指：1、国有独资企业改为国有独资公司；2、国有独资企业、国有独资公司改为国有资本控股公司或者非国有资本控股公司；3、国有资本控股公司改为非国有资本控股公司。<审核依据>《企业国有资产法》、《企业国有产权转让管理暂行办法》（国务院国资委 财政部令第3号）、《关于进一步规范国有企业改制工作实施意见的通知》（国办发【2005】60号）以及《深圳市属国有企业产权变动监管规定》（深国资局【2009】66号）等相关法律法规。<流程要点>1、产权单位应当制定改制方案，载明改制后企业组织形式、企业资产和债权债务处理方案、股权变动方案、操作程序、资产评估、财务审计、中介机构选聘、改制后发展战略等事项。2、企业应当做好企务公开工作，切实维护员工合法权益。3、企业应当按规定进行清产核资、财务审计、资产评估，依法依规严格规范操作。
",0.9888577847124379
18623,福田区机关第二幼儿园 学位的事情,深圳市人民政府国有资产监督管理委员会,2015.07.28,2015.07.28,"您好，我是想咨询有关福田区机关第二幼儿园学位的事情: 1. 小孩的父母没有该幼儿园附近的住宅性质房产，小孩的爷爷有，祖孙三代的户口都在该房产（福源大厦）上。那么，小孩是否属于有该幼儿园学位的类别？属于几类的 ？按照2015,2014的小班招生情况，该类别的小孩是否都可以入学？ 2.请问，澳新亚大厦是否具有该幼儿园的学位？ 3. 澳新亚大厦是否具有福华小学的学位？原本想打电话去幼儿园咨询，但是，恰逢暑假，幼儿园的老师都不上班。谢谢您！
		","您好，福田区机关第二幼儿园是由福田区政府投资、福田区妇联主管的幼儿园，建议您向福田区政府、福田区妇联等单位咨询，谢谢。
		
		",0.9960720115173193
16542,关于朗麓家园幼儿移交事宜,深圳市人民政府国有资产监督管理委员会,2015.10.16,2015.10.20,"您好！朗麓家园为地铁塘朗车辆段上盖保障房，位于南山区留仙大道南侧，2015年12月底前交付使用，小区居3000户，朗麓家园小区里面配套两所幼儿的，请问两所幼儿什么时候移交给南山区教育。谢谢回复！ 
		","您好，经了解，您反映的朗麓家园小区为地铁塘朗车辆段上盖保障房。关于该保障房小区的有关事项可向市住建局反映咨询。感谢你对我委工作的理解与支持。
		
		",0.9974854600677796
