编号,标题,接收信箱,询问日期,回复日期,询问内容,回复内容,情感值
20622,会计证“调出”有关事情,深圳市财政委员会,2015.04.28,2015.04.28,"你好，我想咨询下我从深圳把会计证调出到湖南 第一个问题：你们网上的“注册变更调转表”里面的内容 我是不是只要填写 基础资料和调转情况这2块资料即可呢？还是说 注册登记和变更都要填写完全呢？ 第二个问题：所谓的“一式三份”我可以手写一份 其他的复印可以吗？或者我扫描到电脑再打印三份可以不？因为本人不在本地已经回湖南 想找同事代办。 麻烦回复下 致电咨询的时候老占线
		","调转表只需填写需办理业务栏即可，表格可打印三份。
		
		",2.1621260337667536e-10
5238,使用深圳市会计人员网上办事系统，单位人员登陆后，人员信息空白，人员怎么增加,深圳市财政委员会,2016.12.12,2016.12.13,"你好，使用深圳市会计人员网上办事系统，单位办事人员登陆后，没有显示人员姓名，人员不知道怎么增加，没有增加一行的按钮，另外我公司的会计人员证件上显示是以前工作的公司名字，公司名字办理过变更，老员工的证件显示也是旧公司名，是不是还要办理会计人员的信息变更，从以前服务的公司名变更到现在工作的公司名下，网上办事系统才能显示呢？2016.3.3的使用网上系统的通知中，带的两个附件，操作系统说明和从业资格办事说明，都下载不下来，无法查看
		","1、会计人员网上办事系统单位审核端无法添加会计人员，如果查询不到本单位全部会计人员，需要会计人员变更档案信息中的组织机构代码、工作单位名称，与本单位实际相符合2、会计从业资格年审需要先由会计人员自行申请，审核方式选择“现工作单位审核办理”。待申请完成后，单位即可查询到年审申请
",3.3671954113856373e-10
6230,会计证继续教育,深圳市财政委员会,2016.11.21,2016.11.22,"工作单位已经办理数字证书并已在深圳市会计人员网上办事系统确认,进入会计人员继续教育审核后,里面空白,输入姓名身份证也查不到.后又以个人身份登录,进入后会跳转到宝安办事分厅,那里又办不了单位审核的.只能现场审核.能否给我一个详细的办事流程,单位审核的,这种进去后什么都有查不到如何处理?
		","1、企业单位只能审核本单位会计人员的继续教育申报申请，无法主动为本单位会计人员增加继续教育信息。
2、会计人员首先需要在会计人员网上办事系统进行继续教育申报，办理方式选择“现工作单位审核”，申报完成后由企业单位管理员使用UKEY登录系统审核处理
",3.991500463484954e-10
8999,会计继续教育,深圳市财政委员会,2016.08.05,2016.08.15,"7月13号去财政局现场办理的15&16年的会计后续教育，说是15个工作日可查记录，现在已经近20个工作日了还没查到相关的记录，请问什么时候我可以在网上查到对应的信息？另外，我是在14年拿到的证，但系统可查记录显示竟然有13年的记录，登记日期也明显不合理，请问为什么会有这种情况？应该怎么处理？
		","2016年7月份会计人员继续教育学分数据系统已更新，请查。之前记录可能系统自动生成，无需理会。
		
		",4.048086310604049e-10
9463,非执业注会证领取,深圳市财政委员会,2016.07.21,2016.07.26,"您好！15年我通过了注会综合考试，于16年3月份领取了注会全科合格证，并当时提交了非执业申请表。我查询中注协的行业管理系统，6月中旬我已经通过了非执业会员的审核了。至今深圳注协网上没有领取通知，然后深圳注协网2015年度都没有14年通过综合阶段领取非执业证书的通知。请问下，什么时候能领到非执业证书。
		","已电话回复咨询人。经向市注协经办人了解情况，其表示因非执业证书申请数量较多，目前正在办理中，尚无法给予确定的领取时间。已将市注协经办人电话告知咨询人，下一步可自行致电咨询申请事项进展情况。
",7.820457614826637e-10
17677,会计从业资格证申领,深圳市财政委员会,2015.08.25,2015.09.02,"您好，请问 1、我8月23日考试过后成绩已经可以查到，多久可以去财政局申请领证？ 2、在深圳有工作单位的，在领取会计从业资格证书时提供的工作单位组织机构代码证复印件是否需要工作单位的盖章？ 3、“中华人民共和国会计从业资格证书申请表”在https://acc.szfb.gov.cn/上没有找到下载链接，请告知。 4、暂时没有深圳居住证的是否可以直接凭申请表和身份证到就近财政部门领取会计证？谢谢！
		","1、成绩合格，15个自然日后考生可到各区财政局申请会计从业资格证。2、有工作单位的需携带单位组织机构代码证复印件即可。3、深圳市财政委员会网站首页?>?办事服务?>?资料下载。4、深圳市会计从业资格考试全部合格后，申请会计从业资格证书时没有工作单位及居住证的外地人员可凭：1.中华人民共和国会计从业资格证书申请表（可在网站https://acc.szfb.gov.cn/上免费下载，原件1份）；2.有效身份证件（复印件1份，验原件）；到深圳就近区财政局申请会计从业资格证书。
",2.0809993728221343e-09
4434,从业资格证调转问题,深圳市财政委员会,2017.01.18,2017.01.24,"你好，我于2016年11月30日申请会计从业资格证调转回老家陕西西安。因不熟悉具体规定，在填写拟调入地时填写现在的单位地址“西安市新城区”。现在办理调入申请时遭到拒绝，因为我现单位是陕西省省直属，并且告知要到原发证机关修改“拟调入地”。我拨打龙华新区发展和财政局电话0755-23332077、23332022均无人接听。因规定需在90天内调转，且马上春节放假。比较着急，请告知应该怎么做。非常感谢！
		","问题已转龙华区财政局会计窗口处理，龙华反馈已处理完毕。
		
		",2.7911655209322817e-09
25974,关于军转干部住房改革补贴发放政策执行依据问题,深圳市财政委员会,2012.12.09,2012.12.28,"?? 目前深圳市机关事业单位住房公积金相关事项正在加以推进落 实，但军转干部的现实利益未能得到具体的体现。?? 《深圳市机关事业单位住房公积金实施方案》第三条第四款第 1项、《关于研究机关事业单位住房公积金缴存等有关问题的会议 纪要（深圳市人民政府办公厅270号）》第三条关于军转干部的相 关问题是按照《粤建房字[2005]150号》文件执行，但《粤建房字 [2005]150号》文件与国办发[2000]62号文件、建设部住房制度改 革办公室 全军住房制度改革领导小组办公室关于对《广东省房改 办关于部队转业干部住房补贴有关问题的请示》的意见（建房改函 [2005]247号）第三条的规定有冲突，未能体现“为保障部队转业 干部能够足额享受国家关于住房补贴的政策，应保证符合条件的转 业干部从军队和地方领取的住房补贴总额不低于地方同级别人员应 享受住房补贴总额。”的精神。?? 请问你单位作为深圳市机关事业单位住房公积金相关政策的制 度和执行单位，准备如何落实国办发[2000]62号文件、建设部住 房制度改革办公室 全军住房制度改革领导小组办公室关于对《广 东省房改办关于部队转业干部住房补贴有关问题的请示》的意见（ 建房改函[2005]247号）的文件精神？在深圳市住房改革政策落实 的过程中是否落实“为保障部队转业干部能够足额享受国家关于住 房补贴的政策，应保证符合条件的转业干部从军队和地方领取的住 房补贴总额不低于地方同级别人员应享受住房补贴总额。”的精神 ？
","??? 感谢您对我市机关事业单位住房改革工作的关心。根据各部门的职能分工，财政部门在“军转干部住房改革补贴”发放过程中，主要是接收人事部门提供的“军转干部住房改革补贴发放数据”，在对资金安排的合规性进行审核后，根据通过的发放数据拨付资金。 ??? 如需得到具体的发放信息和政策解释，请向市人力资源保障局（军转办）咨询。
",3.91811827427091e-09
11101,网上办事系统单位名称不能修改等,深圳市财政委员会,2016.05.12,2016.05.13,"公司名称已变更，从网上办事系统（https://a.szfb.gov.cn/system/sindex.do）用机构数字证书（证书已显示为新名称）登录“单位业务办理”后进行资料修改时不能修改单位名称，且不能看到统一社会信用代码一栏，要改为变更后的单位名称是通过什么途径呢？另外本人在今年1月初已补领了从业证，证书上从业证号已改成了身份证号码，但是到现在进行证书查询时还是显示以前旧的从业证号，是证号没有变更成功还是网站没更新呢？
		","修改单位信息参考<<深圳市会计人员网上办事系统用户操作手册>>2.1.2 会计从业人员个人信息变更。您的从业资格证书号问题已报技术人员查询更正，请稍后再查。
",7.121305101165376e-09
21702,12月29日公车拍卖已交易车辆手续办理（第七期）,深圳市财政委员会,2015.01.26,2015.01.30,"本人于2014年12月29日，在深圳市公车拍卖第七期拍得一台小汽车，交易款项和发票都已完成。下午深圳宣布限牌后，车辆过户手续一直冻结至今未有任何进展，咨询公证处表示不接受拍卖车辆公证。2015年1月26日最后公证期已过，烦请财委推动车辆过户后续相关许可手续办理。谢谢！
		","我委工作人员和咨询人取得联系，详细解释了目前上拍面临的问题，建议其耐心等候，待市政府有相关政策出来后，及时督促拍卖行办理过户手续。
",1.094859547468019e-08
6827,怎么查会计证调入是否还在90个工作日内,深圳市财政委员会,2016.10.30,2016.11.01,"调转在90个工作日办理是不是不包含周末以及法定节日，我现在不确定是否还能转入，我是6.17在长沙办理的转出，请问在哪里查询是否过了90个工作日或者还可以调入
		","持证人员所属会计从业资格管理机构发生变化的，应当及时办理调转登记手续。（自办理调出手续之日起3个月内到所调入区财政部门会计服务窗口办理调入手续）申请材料：1、调出地财政部门出具的档案资料（即《中华人民共和国会计从业资格调转登记表》2份，需调出方盖章）；2、调入单位的工作证明（或户籍证明、居住证明）原件，需加盖单位公章。3、有效会计从业资格证原件、身份证原件及复印件1份；4、上传深圳市会计从业资格证专用照片（可到具备采集第二代居民身份证条件的照相馆拍专用照片，在网上办事系统输入相片回执上的ID编码）；5、委托代理人申请需提供双方有效身份证原件及复印件1份。自受理之日起15个工作日。（深圳市会计人员网上办事系统：https://a.szfb.gov.cn/system/sindex.do）
",1.262934656853787e-08
20969,关于变更单位采购卡的持卡人的申请手续,深圳市财政委员会,2015.04.01,2015.04.08,"您好！我单位为市级行政机构单位。近期因为人员岗位调整，我单位原来一名采购卡持卡人已经调离采购岗位，现需变更单位采购卡的持卡人，请问要如何办理变更手续？
		","已答复咨询人。采购专员发生变更时，预算单位应要求原采购专员及时注销公务采购卡，可致电乙方统一服务专线或自行前往乙方业务网点办理注销手续，新采购专员按照开卡流程办理公务采购卡。新开卡可按照“深财购〔2014〕30号”文件的规定，“个人申请并签订合约→单位书面确认→银行办理→单位财务部门系统确认”的流程办理。
",1.3594696035568177e-08
19146,询咨早申诉成功后已交纳的违停罚款何时退还本人,深圳市财政委员会,2015.07.01,2015.07.06,"今天本人收到深圳市公安局交通警察局法制科邮寄的行政复议决定书，撤消了由深圳市公安局交通警察支队机动大队于2015年4月8日18时对本人开处的违停罚单的具体行政行为。现在我关切的想知道已交纳的这笔罚单500元何时可以收到，我还需要进行哪些申请流程吗？盼请贵部门能早日给我回复！殷盼中！谢谢！
		","已与市民电话沟通，行政处罚若已撤销，已交罚款的退付需要执罚单位来函向我委申请退款，我委收到执罚单位书面申请后按规定办理。市民表示将会向公安局交通警察局提出退款申请。
",2.3387257352958102e-08
4097,关于2017年初级会计资格网上注册号和报名表打印,深圳市财政委员会,2017.02.08,2017.02.10,"你好，因为当时报名成功后和缴费后没有打印出来报名表,因本次考后才审核而非像之前的考前审核,烦请告下要到哪找哪个部门去重新打印报名表,另外那个注册号保存到手机后丢失了，烦请一并告知可在哪里重新找回，谢谢
		","报考人员在网上报名成功后，请务必打印《报名表》，交所在单位初审盖章（无工作单位者除外）后自行保管，待考试成绩公布后到我市指定地点进行资格审核。《报名表》是考后复核的重要材料，请务必妥善保管，报名结束后报名系统不再支持报名表的打印。现报考已结束，报名系统关闭，报名表及注册号需报名系统再次开通方能打印表格、找回注册号。
",2.6804571229277485e-08
6077,会计从业资格证调转,深圳市财政委员会,2016.11.24,2016.11.25,"你好！请问会计从业资格证调转，可以网上申请后，直接把资料寄到窗口办理吗？办事指南流程后面写了可邮寄，但是不知道是哪个操作可邮寄，网上提供的咨询电话也打不通，是否可以提供一个可靠的号码提供咨询了？谢谢
		","会计调转业务应当到窗口办理后可选择邮寄方式办结。
		
		",3.2525842019737183e-08
8897,关于科技研发资金会议费的问题,深圳市财政委员会,2016.08.12,2016.08.17,"你好，我们单位去监管户银行账户申请拨款转账，在会议费这一块，因为我们公司是在自己的办公场地内的会议室召开的项目研讨会，邀请别的专家过来开会，所以只有餐票和住宿费，但是银行的人员要求我们一定要给出外面酒店的场地租赁内的发票，才可以拨发会议费给我们，但是这样的话，我们本来可以两千左右开完的会议就会弄到三四千，这样没法开展工作啊，请问在这种情况下，场地租赁类的发票是否是申请会议费拨款必须的？
		","已答复咨询人。1、目前会议费、差旅费、国际合作交流费在不超过总额的前提下可调剂使用，如果仅是解决市外专家的餐费和住宿费，可以放在差旅费中；
2、如果还涉及其他人员的用餐费，需要在会议费中解决，会议费报销，企业需要提供证明会议召开的材料，比如：会议通知，会议纪要，会议签到表，会议现场照片等证明材料后，可在会议费中列支。
另外，下次涉及用款的问题可以直接咨询监管银行，若监管银行不明白，可向我委咨询。这样可以更有利于规范管理。
?
",3.3812870281479945e-08
4143,会计师事务所出具的有关股权净资产的专项审计报告是否必须两人签字盖章,深圳市财政委员会,2017.02.09,2017.02.10,"根据《深圳经济特区注册会计师条例》第59条规定，会计师事务所出具的业务报告应当由负责审核的合伙人和负责该项目的注册会计师共同签字并加盖会计师事务所公章。如果一家会计师事务所对某个自然人所持有的六家公司的股权的净资产出具的专项审计报告，只有一个人签字盖章和事务所公章，是否违反了该条例的规定？
		","?根据《深圳经济特区注册会计师条例》第八十八条规定，违反本条例第五十九条规定的，由市财政部门对会计师事务所处以一万元以上五万元以下罚款。?
",3.42750020587701e-08
7949,关于深圳市科研项目资金预算调整,深圳市财政委员会,2016.09.21,2016.09.22,"http://www.szfb.gov.cn/zwgk/zcfg/qt/201608/t20160823_4316405.htm
根据这个政策“　三、?相关支出标准和控制比例”，除设备费的预算调整需经批准外，材料费、测试化验加工费、燃料动力费、出版/?文献/信息传播/知识产权事务费可自行调剂使用，在项目结题时报市科技创新委备案即可；事前资助项目预算科目中的会议费、差旅费、国际合作交流费，在项目实施过程中，在不超过三项支出预算总额的情况下，可自行调剂使用，三项费用预算总额不予调增。

http://www.szfb.gov.cn/ydmh/xxgk/tzgg/201305/t20130528_2142682.htm
根据此政策“三、简化资金审核拨付和用款程序”，项目承担单位属企业、社会组织等非预算管理单位的，在项目总预算不变的情况下，直接费用中材料费、测试化验加工费、燃料动力费、出版/文献/信息传播/知识产权事务费、其他支出的预算如需调整，由项目承担单位或牵头单位批准，报市科技主管部门和财政部门备案后即可办理用款，由科技主管部门在中期检查或验收时予以确认。在项目执行过程中，科技研发资金资助的差旅费、会议费、国际合作与交流费、劳务费、专家咨询费以及间接费用（含绩效支出）的预算不予调增，调减由项目承担单位或牵头单位批准，报市科技主管部门和财政部门备案后即可。

此2项政策中关于预算调整的规定不一样，前一项政策只需要在项目结项时报科创委备案，而后一项政策需要在执行预算调整时报主管部门和财政部备案结题时报主管部门确认。应该以哪一项政策为准？
		","已答复咨询人，按新政策执行。
",4.152198029849785e-08
17765,会计证领证问题,深圳市财政委员会,2015.08.17,2015.08.31,"我是在深圳无工作单位，无居住证，只是暂住在朋友租的房子那里，我通过了考试，如何取得会计证？我看到你们回答是申请会计从业资格证书时没有工作单位的外地人员可凭：1.中华人民共和国会计从业资格证书申请表（可在网站https://acc.szfb.gov.cn/上免费下载，原件1份）；2.有效身份证件（复印件1份，验原件）；到就近区财政局申请会计从业资格证书。我想知道就近区财政局是我朋友租房子的地方（深圳龙岗区）还是我自己住的地方（广州天河区）？财政局真的会凭申请表和本人身份证发放会计证吗？
		","深圳市会计从业资格考试全部合格后，申请会计从业资格证书时没有工作单位及居住证的外地人员可凭：1.中华人民共和国会计从业资格证书申请表（可在网站https://acc.szfb.gov.cn/上免费下载，原件1份）；2.有效身份证件（复印件1份，验原件）；到深圳就近区财政局申请会计从业资格证书。
",4.373404338675613e-08
20127,高中初级人才租房补贴（2014、2015年）,深圳市财政委员会,2015.05.11,2015.05.25,"人才安居扩大试点高中初级人才租房补贴（2014年第三批次）名单已于2015年4月30日完成公示，电话咨询住建局表示补贴由贵委员会发放，故想咨询2014年未发以及2015年整年的租房补贴将确定于什么时候发放？望回复。多谢！
		","已与来电编号为2873611当事人沟通，并协调了市住房建设局相关经办人向其解释详细进展情况（住建局联系电话23902920已提供给来电人），来电人表示满意。
",4.505310413627228e-08
20490,人才安居补贴,深圳市财政委员会,2015.04.22,2015.05.05,"2014年7月份入职，有提交人才安居补贴申请，目前为止一次补贴都还没有发放，其他同时期入职同事也是如此，请问是什么原因？还有，新的人才安居补贴办法出来已经出来，以前申请的人今年按新的办法走，还是按老的办法走？
		","已与当事人进行电话沟通，向其解释了人才安居补贴发放的流程和职能分工，并协调了市住宅租赁中心查询当事人申报资料及发放情况后直接向当事人反馈。当事人表示满意。
",6.30531482581631e-08
21446,以前停车咪表卡余额问题,深圳市财政委员会,2015.02.28,2015.03.04,"以前路边停车卡至今都未能使用，请问卡里面的费用到哪里退。打过几次电话到财政部询问都说上面还没指示，到底是怎么回事！请明确回复！谢谢！
		","已致电并通过邮件答复来电2820859当事人：我市原路边停车咪表收费项目于2007年10月1日因合同自然到期终止，我市新一轮路边临时停车收费管理项目于2014年7月8日起正式实施。咪表卡余额可以退还，但在市政府决策前，我委无法明确具体的退费时间。待市政府批准《咪表卡余额退还工作方案》和《关于正式启动咪表卡余额退还工作的通告》后方可按程序启动。具体以政府部门公告的受理时间为准。
",6.526828877362334e-08
6312,会计从业资格证年审，在官网查不到年审通过的信息,深圳市财政委员会,2016.11.17,2016.11.18,"本人从9月6号拿年审资料过去福田财政局年审，但截止到目前在网上都查不到我今年年审通过的信息，我之前有接到过你的那边工作人员的电话，我说明情况后，你们工作人员说帮我查原因来的，但到现在我还是查不到，请问这是什么情况呀？
		","已联系咨询人提供查询信息转技术人员查询处理，请稍后再查。
		
		",9.520322685752092e-08
1990,会计继续教育代理年审,深圳市财政委员会,2017.03.21,2017.03.23,"您好，我在东奥会计继续教育购买了“2016年深圳继续教育+年审”，东奥网校说明：
现开办代理年审登记业务，所有深圳市各区的学员均可参加（不分区域），需要参加代理登记的学员点击年审按钮即可，代理年审登记的深圳学员，完成继续教育学习后不用打印学习证明。请在考试完成后的45个工作日后登录查询继续教育记录。
请问是不是这样就确实是不用去财政局登记，东奥网校会帮我们代理登记，45个工作日后就可以查询到继续教育记录？
麻烦解答，谢谢~~
		","深圳会计学会没有委托任何机构代办会计人员继续教育登记业务。深圳市会计学会关于会计从业人员继续教育的通知：http://www.szfb.gov.cn/ywpd/kjgl/kjcy/tzgg/201408/t20140805_2581748.htm
",9.844216430909825e-08
4951,会计人员继续教育无法在网上登记预约申报的问题,深圳市财政委员会,2016.12.19,2016.12.20,"我单位已经是市财政委CA认证的单位，可以通过证书正常登录企业端，但我个人在网上登记继续教育预约申报时系统却提示我所在单位还没有在该系统使用CA证书实名认证，无法选择该单位审核办理，请问该如何处理？请尽快回复，谢谢！
		","需要会计人员在继续教育申报时先变更单位代码为统一社会信用代码即可
",1.0391375548923776e-07
17002,住房补租退款错误处理,深圳市财政委员会,2015.09.22,2015.09.30,"您好，我是开立医疗员工，公司为员工办理人才配租公寓，要求退换南山区住房补租，由于不小心，我当做安居补贴，把钱退到深圳市财政委员会了，请问我该怎么样把钱退回来啊
		","经查，咨询人已于2015年9月24日来电咨询关于错缴事件，已答复咨询人需向我委提交书面退付申请办理退款，咨询人对我委的答复表示满意和感谢，并于25日向我委提出退付申请。我委已收到咨询人的退付申请，将按程序办理。
",1.4062203668174789e-07
